"source_candidate_id"	"verdict"	"current_translation_zh_tw"	"suggested_translation_zh_tw"	"reason"
"th5000-cand-20260708-1675"	"PASS"	"從事商業活動"	""	""
"th5000-cand-20260708-1679"	"PASS"	"專注於"	""	""
"th5000-cand-20260708-1683"	"PASS"	"是的"	""	""
"th5000-cand-20260708-1688"	"PASS"	"傑出的"	""	""
"th5000-cand-20260708-1691"	"PASS"	"一種鹿"	""	""
"th5000-cand-20260708-1694"	"PASS"	"家族；姓氏"	""	""
"th5000-cand-20260708-1697"	"PASS"	"嘗試"	""	""
"th5000-cand-20260708-1700"	"PASS"	"每日"	""	""
"th5000-cand-20260708-1703"	"PASS"	"商業"	""	""
"th5000-cand-20260708-1708"	"PASS"	"邀請"	""	""
"th5000-cand-20260708-1711"	"PASS"	"以便；為了使"	""	""
"th5000-cand-20260708-1717"	"PASS"	"病人"	""	""
"th5000-cand-20260708-1720"	"PASS"	"清單"	""	""
"th5000-cand-20260708-1724"	"PASS"	"保證"	""	""
"th5000-cand-20260708-1728"	"PASS"	"陛下"	""	""
"th5000-cand-20260708-1732"	"PASS"	"號碼；編號"	""	""
"th5000-cand-20260708-1737"	"PASS"	"即使"	""	""
"th5000-cand-20260708-1740"	"PASS"	"回覆"	""	""
"th5000-cand-20260708-1744"	"PASS"	"還有"	""	""
"th5000-cand-20260708-1747"	"PASS"	"獨奏"	""	""
"th5000-cand-20260708-1750"	"PASS"	"是的"	""	""
"th5000-cand-20260708-1754"	"PASS"	"顧問；參事"	""	""
"th5000-cand-20260708-1757"	"PASS"	"戒面鑲座"	""	""
"th5000-cand-20260708-1761"	"PASS"	"之前"	""	""
"th5000-cand-20260708-1764"	"PASS"	"強迫"	""	""
"th5000-cand-20260708-1767"	"PASS"	"配送；交付"	""	""
"th5000-cand-20260708-1770"	"PASS"	"原木；圓木"	""	""
"th5000-cand-20260708-1774"	"PASS"	"興奮"	""	""
"th5000-cand-20260708-1778"	"PASS"	"泰北山地部落的名稱"	""	""
"th5000-cand-20260708-1781"	"PASS"	"麵包"	""	""
"th5000-cand-20260708-1785"	"PASS"	"打賭"	""	""
"th5000-cand-20260708-1789"	"PASS"	"訣竅；祕密"	""	""
"th5000-cand-20260708-1792"	"PASS"	"受歡迎"	""	""
"th5000-cand-20260708-1796"	"PASS"	"依賴於"	""	""
"th5000-cand-20260708-1799"	"PASS"	"越來越多"	""	""
"th5000-cand-20260708-1802"	"PASS"	"天花"	""	""
"th5000-cand-20260708-1805"	"PASS"	"抵抗"	""	""
"th5000-cand-20260708-1808"	"PASS"	"時髦；帥氣"	""	""
"th5000-cand-20260708-1811"	"PASS"	"人員"	""	""
"th5000-cand-20260708-1814"	"PASS"	"保護"	""	""
"th5000-cand-20260708-1818"	"PASS"	"人；人類"	""	""
"th5000-cand-20260708-1822"	"PASS"	"離開"	""	""
"th5000-cand-20260708-1825"	"PASS"	"吐口水"	""	""
"th5000-cand-20260708-1828"	"PASS"	"奶油；乳霜"	""	""
"th5000-cand-20260708-1834"	"PASS"	"樑"	""	""
"th5000-cand-20260708-1837"	"PASS"	"模式"	""	""
"th5000-cand-20260708-1841"	"PASS"	"交換"	""	""
"th5000-cand-20260708-1845"	"PASS"	"訂單"	""	""
"th5000-cand-20260708-1848"	"PASS"	"糞便"	""	""
"th5000-cand-20260708-1851"	"PASS"	"運作；營運"	""	""
"th5000-cand-20260708-1854"	"PASS"	"惡名"	""	""
"th5000-cand-20260708-1858"	"PASS"	"享受"	""	""
"th5000-cand-20260708-1861"	"PASS"	"例如"	""	""
"th5000-cand-20260708-1865"	"PASS"	"揭露"	""	""
"th5000-cand-20260708-1868"	"PASS"	"拳擊；揮拳"	""	""
"th5000-cand-20260708-1871"	"PASS"	"費用"	""	""
"th5000-cand-20260708-1875"	"PASS"	"改變"	""	""
"th5000-cand-20260708-1878"	"PASS"	"懸崖"	""	""
"th5000-cand-20260708-1882"	"PASS"	"牲畜瘟疫"	""	""
"th5000-cand-20260708-1885"	"PASS"	"老公貓"	""	""
"th5000-cand-20260708-1888"	"PASS"	"硬"	""	""
"th5000-cand-20260708-1891"	"PASS"	"全國"	""	""
"th5000-cand-20260708-1897"	"PASS"	"刮；劃"	""	""
"th5000-cand-20260708-1900"	"PASS"	"生產者；製造商"	""	""
"th5000-cand-20260708-1903"	"PASS"	"敦促"	""	""
"th5000-cand-20260708-1907"	"PASS"	"參考"	""	""
"th5000-cand-20260708-1912"	"PASS"	"裸露的"	""	""
"th5000-cand-20260708-1915"	"PASS"	"快樂"	""	""
"th5000-cand-20260708-1923"	"PASS"	"多樣性"	""	""
"th5000-cand-20260708-1926"	"PASS"	"一部分"	""	""
"th5000-cand-20260708-1929"	"PASS"	"痢疾"	""	""
"th5000-cand-20260708-1932"	"PASS"	"恢復；重新獲得"	""	""
"th5000-cand-20260708-1935"	"PASS"	"徹底地"	""	""
"th5000-cand-20260708-1938"	"PASS"	"未來"	""	""
"th5000-cand-20260708-1941"	"PASS"	"毒藥"	""	""
"th5000-cand-20260708-1944"	"PASS"	"人形；模型"	""	""
"th5000-cand-20260708-1948"	"PASS"	"醫學界"	""	""
"th5000-cand-20260708-1952"	"PASS"	"無盡的"	""	""
"th5000-cand-20260708-1955"	"PASS"	"就是那個；正是如此"	""	""
"th5000-cand-20260708-1959"	"PASS"	"高階主管；主管"	""	""
"th5000-cand-20260708-1962"	"PASS"	"普吉島"	""	""
"th5000-cand-20260708-1965"	"PASS"	"狀態"	""	""
"th5000-cand-20260708-1968"	"PASS"	"畢業生"	""	""
"th5000-cand-20260708-1972"	"PASS"	"肩負重擔"	""	""
"th5000-cand-20260708-1976"	"PASS"	"酒吧"	""	""
"th5000-cand-20260708-1979"	"PASS"	"進口"	""	""
"th5000-cand-20260708-1982"	"PASS"	"面部輪廓"	""	""
"th5000-cand-20260708-1985"	"PASS"	"高地"	""	""
"th5000-cand-20260708-1988"	"PASS"	"套上軛；使成對"	""	""
"th5000-cand-20260708-1991"	"PASS"	"製作"	""	""
"th5000-cand-20260708-1994"	"PASS"	"三"	""	""
"th5000-cand-20260708-1998"	"PASS"	"資金"	""	""
"th5000-cand-20260708-2001"	"PASS"	"鐵砧"	""	""
"th5000-cand-20260708-2004"	"PASS"	"臼"	""	""
"th5000-cand-20260708-2008"	"PASS"	"捕蝦袋網"	""	""
"th5000-cand-20260708-2011"	"PASS"	"泡棉"	""	""
"th5000-cand-20260708-2014"	"PASS"	"解決問題"	""	""
"th5000-cand-20260708-2017"	"PASS"	"碰運氣；冒險一試"	""	""
"th5000-cand-20260708-2020"	"PASS"	"彎曲"	""	""
"th5000-cand-20260708-2023"	"PASS"	"標準"	""	""
"th5000-cand-20260708-2026"	"PASS"	"資源"	""	""
"th5000-cand-20260708-2029"	"PASS"	"合作"	""	""
"th5000-cand-20260708-2032"	"PASS"	"實踐；實務"	""	""
"th5000-cand-20260708-2037"	"PASS"	"雙邊"	""	""
"th5000-cand-20260708-2040"	"PASS"	"達府"	""	""
"th5000-cand-20260708-2044"	"PASS"	"事先"	""	""
"th5000-cand-20260708-2047"	"PASS"	"穩定性"	""	""
"th5000-cand-20260708-2050"	"PASS"	"照顧"	""	""
"th5000-cand-20260708-2053"	"PASS"	"藝術"	""	""
"th5000-cand-20260708-2056"	"PASS"	"改善"	""	""
"th5000-cand-20260708-2059"	"PASS"	"記憶"	""	""
"th5000-cand-20260708-2063"	"PASS"	"快樂；愉快"	""	""
"th5000-cand-20260708-2066"	"PASS"	"留下深刻印象"	""	""
"th5000-cand-20260708-2070"	"PASS"	"戴在耳後"	""	""
"th5000-cand-20260708-2074"	"PASS"	"天花板"	""	""
"th5000-cand-20260708-2077"	"PASS"	"嘗試去理解"	""	""
"th5000-cand-20260708-2080"	"PASS"	"工作"	""	""
"th5000-cand-20260708-2084"	"PASS"	"突然"	""	""
"th5000-cand-20260708-2088"	"PASS"	"相當；頗"	""	""
"th5000-cand-20260708-2091"	"PASS"	"咬碎；壓碎"	""	""
"th5000-cand-20260708-2094"	"PASS"	"打擾"	""	""
"th5000-cand-20260708-2097"	"PASS"	"關係"	""	""
"th5000-cand-20260708-2100"	"PASS"	"協會"	""	""
"th5000-cand-20260708-2103"	"PASS"	"箭"	""	""
"th5000-cand-20260708-2108"	"PASS"	"靛藍"	""	""
"th5000-cand-20260708-2111"	"PASS"	"閂鎖"	""	""
"th5000-cand-20260708-2116"	"PASS"	"堅持"	""	""
"th5000-cand-20260708-2119"	"PASS"	"吃"	""	""
"th5000-cand-20260708-2123"	"PASS"	"延遲"	""	""
"th5000-cand-20260708-2126"	"PASS"	"消化"	""	""
"th5000-cand-20260708-2130"	"PASS"	"保留"	""	""
"th5000-cand-20260708-2134"	"PASS"	"帳單"	""	""
"th5000-cand-20260708-2137"	"PASS"	"主任；主管"	""	""
"th5000-cand-20260708-2142"	"PASS"	"破裂；裂開"	""	""
"th5000-cand-20260708-2145"	"PASS"	"鬆開"	""	""
"th5000-cand-20260708-2148"	"PASS"	"信心"	""	""
"th5000-cand-20260708-2151"	"PASS"	"腺體"	""	""
"th5000-cand-20260708-2154"	"PASS"	"衝"	""	""
"th5000-cand-20260708-2159"	"PASS"	"參賽；競賽"	""	""
"th5000-cand-20260708-2162"	"PASS"	"加油站"	""	""
"th5000-cand-20260708-2165"	"PASS"	"度（攝氏）"	""	""
"th5000-cand-20260708-2169"	"PASS"	"節省；儲蓄"	""	""
"th5000-cand-20260708-2174"	"PASS"	"此後"	""	""
"th5000-cand-20260708-2177"	"PASS"	"措施"	""	""
"th5000-cand-20260708-2180"	"PASS"	"分切"	""	""
"th5000-cand-20260708-2183"	"PASS"	"節慶"	""	""
"th5000-cand-20260708-2186"	"PASS"	"木質節奏拍板"	""	""
"th5000-cand-20260708-2190"	"PASS"	"節慶"	""	""
"th5000-cand-20260708-2194"	"PASS"	"金屬"	""	""
"th5000-cand-20260708-2197"	"PASS"	"失去"	""	""
"th5000-cand-20260708-2200"	"PASS"	"代碼；編碼"	""	""
"th5000-cand-20260708-2205"	"PASS"	"前進"	""	""
"th5000-cand-20260708-2208"	"PASS"	"公升"	""	""
"th5000-cand-20260708-2212"	"PASS"	"儲備"	""	""
"th5000-cand-20260708-2215"	"PASS"	"強"	""	""
"th5000-cand-20260708-2218"	"PASS"	"上帝"	""	""
"th5000-cand-20260708-2221"	"PASS"	"娛樂室"	""	""
"th5000-cand-20260708-2224"	"PASS"	"核准"	""	""
"th5000-cand-20260708-2228"	"PASS"	"塊；團"	""	""
"th5000-cand-20260708-2232"	"PASS"	"許可證"	""	""
"th5000-cand-20260708-2236"	"PASS"	"評估"	""	""
"th5000-cand-20260708-2239"	"PASS"	"辱罵；咒罵"	""	""
"th5000-cand-20260708-2242"	"PASS"	"沼澤地"	""	""
"th5000-cand-20260708-2246"	"PASS"	"意義"	""	""
"th5000-cand-20260708-2249"	"PASS"	"法律"	""	""
"th5000-cand-20260708-2252"	"PASS"	"人力車"	""	""
"th5000-cand-20260708-2255"	"PASS"	"綁緊；束縛"	""	""
"th5000-cand-20260708-2258"	"PASS"	"漂亮"	""	""
"th5000-cand-20260708-2261"	"PASS"	"防禦工事"	""	""
"th5000-cand-20260708-2264"	"PASS"	"充滿；富足"	""	""
"th5000-cand-20260708-2267"	"PASS"	"欄；列"	""	""
"th5000-cand-20260708-2270"	"PASS"	"中國人的姓氏"	""	""
"th5000-cand-20260708-2273"	"PASS"	"同樣地"	""	""
"th5000-cand-20260708-2276"	"PASS"	"全神貫注"	""	""
"th5000-cand-20260708-2280"	"PASS"	"沒收"	""	""
"th5000-cand-20260708-2283"	"PASS"	"簽證"	""	""
"th5000-cand-20260708-2286"	"PASS"	"類似"	""	""
"th5000-cand-20260708-2290"	"PASS"	"區域；地區"	""	""
"th5000-cand-20260708-2293"	"PASS"	"描述"	""	""
"th5000-cand-20260708-2296"	"PASS"	"傳說"	""	""
"th5000-cand-20260708-2299"	"PASS"	"導致"	""	""
"th5000-cand-20260708-2302"	"PASS"	"較低"	""	""
"th5000-cand-20260708-2306"	"PASS"	"變稠"	""	""
"th5000-cand-20260708-2309"	"PASS"	"儘管如此"	""	""
"th5000-cand-20260708-2312"	"PASS"	"應該"	""	""
"th5000-cand-20260708-2316"	"PASS"	"二；雙"	""	""
"th5000-cand-20260708-2319"	"PASS"	"卡車"	""	""
"th5000-cand-20260708-2322"	"PASS"	"花環"	""	""
"th5000-cand-20260708-2325"	"PASS"	"新款；新機型"	""	""
"th5000-cand-20260708-2328"	"PASS"	"改編；調整"	""	""
"th5000-cand-20260708-2331"	"PASS"	"渴望"	""	""
"th5000-cand-20260708-2334"	"PASS"	"宗教"	""	""
"th5000-cand-20260708-2337"	"PASS"	"買彩券"	""	""
"th5000-cand-20260708-2340"	"PASS"	"秘密"	""	""
"th5000-cand-20260708-2343"	"PASS"	"吐出來"	""	""
"th5000-cand-20260708-2346"	"PASS"	"搭起；張開"	""	""
"th5000-cand-20260708-2349"	"PASS"	"取消"	""	""
"th5000-cand-20260708-2352"	"PASS"	"排泄物"	""	""
"th5000-cand-20260708-2355"	"PASS"	"小屋"	""	""
"th5000-cand-20260708-2358"	"PASS"	"觀察"	""	""
"th5000-cand-20260708-2362"	"PASS"	"Zanthoxylum rhetsa（花椒屬植物）"	""	""
"th5000-cand-20260708-2366"	"PASS"	"腫脹"	""	""
"th5000-cand-20260708-2370"	"PASS"	"看到"	""	""
"th5000-cand-20260708-2374"	"PASS"	"每一種"	""	""
"th5000-cand-20260708-2378"	"PASS"	"獅子座"	""	""
"th5000-cand-20260708-2382"	"PASS"	"企業家"	""	""
"th5000-cand-20260708-2385"	"PASS"	"使滿意；取悅"	""	""
"th5000-cand-20260708-2388"	"PASS"	"當場"	""	""
"th5000-cand-20260708-2391"	"PASS"	"中等教育"	""	""
"th5000-cand-20260708-2396"	"PASS"	"魚製辣椒醬"	""	""
"th5000-cand-20260708-2400"	"PASS"	"溝通"	""	""
"th5000-cand-20260708-2405"	"PASS"	"屍體"	""	""
"th5000-cand-20260708-2408"	"PASS"	"鼻樑"	""	""
"th5000-cand-20260708-2411"	"PASS"	"注意；留心"	""	""
"th5000-cand-20260708-2414"	"PASS"	"集中注意力"	""	""
"th5000-cand-20260708-2417"	"PASS"	"舞台"	""	""
"th5000-cand-20260708-2420"	"PASS"	"交易"	""	""
"th5000-cand-20260708-2425"	"PASS"	"用力；施力"	""	""
"th5000-cand-20260708-2429"	"PASS"	"公分"	""	""
"th5000-cand-20260708-2432"	"PASS"	"完全"	""	""
"th5000-cand-20260708-2435"	"PASS"	"羅勇府"	""	""
"th5000-cand-20260708-2438"	"PASS"	"王座"	""	""
"th5000-cand-20260708-2441"	"PASS"	"隱藏"	""	""
"th5000-cand-20260708-2445"	"PASS"	"圖畫；繪畫"	""	""
"th5000-cand-20260708-2448"	"PASS"	"宏偉"	""	""
"th5000-cand-20260708-2451"	"PASS"	"透過……看；查看"	""	""
"th5000-cand-20260708-2454"	"PASS"	"接收者；收件人"	""	""
"th5000-cand-20260708-2457"	"PASS"	"利潤"	""	""
"th5000-cand-20260708-2460"	"PASS"	"磁磚"	""	""
"th5000-cand-20260708-2464"	"PASS"	"偉大；宏偉"	""	""
"th5000-cand-20260708-2467"	"PASS"	"引擎"	""	""
"th5000-cand-20260708-2470"	"PASS"	"高僧；尊者"	""	""
"th5000-cand-20260708-2473"	"PASS"	"成功"	""	""
"th5000-cand-20260708-2476"	"PASS"	"計畫"	""	""
"th5000-cand-20260708-2480"	"PASS"	"取消；刪除"	""	""
"th5000-cand-20260708-2483"	"PASS"	"出生"	""	""
"th5000-cand-20260708-2486"	"PASS"	"家畜"	""	""
"th5000-cand-20260708-2490"	"PASS"	"公里"	""	""
"th5000-cand-20260708-2493"	"PASS"	"平坦"	""	""
"th5000-cand-20260708-2498"	"PASS"	"批發"	""	""
"th5000-cand-20260708-2501"	"PASS"	"設施"	""	""
"th5000-cand-20260708-2504"	"PASS"	"私人；民間人士"	""	""
"th5000-cand-20260708-2507"	"PASS"	"遭遇"	""	""
"th5000-cand-20260708-2510"	"PASS"	"那個"	""	""
"th5000-cand-20260708-2513"	"PASS"	"遵守；依循"	""	""
"th5000-cand-20260708-2516"	"PASS"	"裝飾"	""	""
"th5000-cand-20260708-2519"	"PASS"	"有爵位的官員"	""	""
"th5000-cand-20260708-2523"	"PASS"	"條；款"	""	""
"th5000-cand-20260708-2526"	"PASS"	"挺胸"	""	""
"th5000-cand-20260708-2530"	"PASS"	"差異"	""	""
"th5000-cand-20260708-2534"	"PASS"	"保持冷靜"	""	""
"th5000-cand-20260708-2537"	"PASS"	"方向"	""	""
"th5000-cand-20260708-2540"	"PASS"	"必要性"	""	""
"th5000-cand-20260708-2544"	"PASS"	"籠狀捕魚陷阱"	""	""
"th5000-cand-20260708-2547"	"PASS"	"功能"	""	""
"th5000-cand-20260708-2551"	"PASS"	"命運"	""	""
"th5000-cand-20260708-2556"	"PASS"	"有能力的"	""	""
"th5000-cand-20260708-2560"	"PASS"	"後來"	""	""
"th5000-cand-20260708-2563"	"PASS"	"大腦"	""	""
"th5000-cand-20260708-2567"	"PASS"	"青年"	""	""
"th5000-cand-20260708-2571"	"PASS"	"冒險"	""	""
"th5000-cand-20260708-2574"	"PASS"	"血統"	""	""
"th5000-cand-20260708-2578"	"PASS"	"全部的；所有的"	""	""
"th5000-cand-20260708-2582"	"PASS"	"提供建議"	""	""
"th5000-cand-20260708-2585"	"PASS"	"青少年"	""	""
"th5000-cand-20260708-2588"	"PASS"	"之後"	""	""
"th5000-cand-20260708-2591"	"PASS"	"恢復"	""	""
"th5000-cand-20260708-2595"	"PASS"	"發表意見"	""	""
"th5000-cand-20260708-2598"	"PASS"	"權益；權利"	""	""
"th5000-cand-20260708-2601"	"PASS"	"保證"	""	""
"th5000-cand-20260708-2604"	"PASS"	"動產"	""	""
"th5000-cand-20260708-2607"	"PASS"	"明亮"	""	""
"th5000-cand-20260708-2610"	"PASS"	"超越"	""	""
"th5000-cand-20260708-2613"	"PASS"	"成分"	""	""
"th5000-cand-20260708-2616"	"PASS"	"屬於"	""	""
"th5000-cand-20260708-2620"	"PASS"	"外國人"	""	""
"th5000-cand-20260708-2624"	"PASS"	"服務費"	""	""
"th5000-cand-20260708-2627"	"PASS"	"囤積；儲備"	""	""
"th5000-cand-20260708-2630"	"PASS"	"癌症"	""	""
"th5000-cand-20260708-2633"	"PASS"	"進階階段"	""	""
"th5000-cand-20260708-2636"	"PASS"	"備註"	""	""
"th5000-cand-20260708-2639"	"PASS"	"條約"	""	""
"th5000-cand-20260708-2642"	"PASS"	"堆放；堆積"	""	""
"th5000-cand-20260708-2646"	"PASS"	"攜帶"	""	""
"th5000-cand-20260708-2649"	"PASS"	"整體形象"	""	""
"th5000-cand-20260708-2652"	"PASS"	"友善"	""	""
"th5000-cand-20260708-2655"	"PASS"	"周遭環境"	""	""
"th5000-cand-20260708-2658"	"PASS"	"鑿；雕刻"	""	""
"th5000-cand-20260708-2661"	"PASS"	"著名的"	""	""
"th5000-cand-20260708-2664"	"PASS"	"讚美"	""	""
"th5000-cand-20260708-2668"	"PASS"	"一萬"	""	""
"th5000-cand-20260708-2671"	"PASS"	"悲傷"	""	""
"th5000-cand-20260708-2674"	"PASS"	"有時"	""	""
"th5000-cand-20260708-2677"	"PASS"	"年長的；高齡的"	""	""
"th5000-cand-20260708-2680"	"PASS"	"用眼睛表達自己的感受"	""	""
"th5000-cand-20260708-2684"	"PASS"	"發生"	""	""
"th5000-cand-20260708-2687"	"PASS"	"心；心靈"	""	""
"th5000-cand-20260708-2691"	"PASS"	"郵包；包裹郵件"	""	""
"th5000-cand-20260708-2694"	"PASS"	"進展"	""	""
"th5000-cand-20260708-2698"	"PASS"	"燈"	""	""
"th5000-cand-20260708-2704"	"PASS"	"羅摩"	""	""
"th5000-cand-20260708-2707"	"PASS"	"收縮；縮小"	""	""
"th5000-cand-20260708-2710"	"PASS"	"各種"	""	""
"th5000-cand-20260708-2715"	"PASS"	"活著；有生命"	""	""
"th5000-cand-20260708-2718"	"PASS"	"堆積起來"	""	""
"th5000-cand-20260708-2722"	"PASS"	"應用；使用"	""	""
"th5000-cand-20260708-2725"	"PASS"	"停止"	""	""
"th5000-cand-20260708-2728"	"PASS"	"年齡"	""	""
"th5000-cand-20260708-2731"	"PASS"	"符合"	""	""
"th5000-cand-20260708-2734"	"PASS"	"月經"	""	""
"th5000-cand-20260708-2737"	"PASS"	"預留；保留"	""	""
"th5000-cand-20260708-2741"	"PASS"	"彩券；樂透"	""	""
"th5000-cand-20260708-2744"	"PASS"	"談話"	""	""
"th5000-cand-20260708-2747"	"PASS"	"喝醉；醉酒"	""	""
"th5000-cand-20260708-2750"	"PASS"	"奉獻；呈獻"	""	""
"th5000-cand-20260708-2754"	"PASS"	"感染"	""	""
"th5000-cand-20260708-2757"	"PASS"	"快樂；安心"	""	""
"th5000-cand-20260708-2760"	"PASS"	"回顧"	""	""
"th5000-cand-20260708-2764"	"PASS"	"莊家"	""	""
"th5000-cand-20260708-2767"	"PASS"	"試圖取悅"	""	""
"th5000-cand-20260708-2772"	"PASS"	"領土"	""	""
"th5000-cand-20260708-2775"	"PASS"	"業餘的"	""	""
"th5000-cand-20260708-2778"	"PASS"	"現成的；即食的"	""	""
"th5000-cand-20260708-2781"	"PASS"	"學系；系所"	""	""
"th5000-cand-20260708-2784"	"PASS"	"能力；性能"	""	""
"th5000-cand-20260708-2787"	"PASS"	"肌肉"	""	""
"th5000-cand-20260708-2790"	"PASS"	"傳播"	""	""
"th5000-cand-20260708-2794"	"PASS"	"資產"	""	""
"th5000-cand-20260708-2797"	"PASS"	"彩券；樂透"	""	""
"th5000-cand-20260708-2800"	"PASS"	"指責"	""	""
"th5000-cand-20260708-2803"	"PASS"	"工作"	""	""
"th5000-cand-20260708-2806"	"PASS"	"情人"	""	""
"th5000-cand-20260708-2809"	"PASS"	"電車"	""	""
"th5000-cand-20260708-2812"	"PASS"	"擬聲詞，表示孩子的哭聲"	""	""
"th5000-cand-20260708-2816"	"PASS"	"有益；有用"	""	""
"th5000-cand-20260708-2819"	"PASS"	"公共衛生；衛生"	""	""
"th5000-cand-20260708-2822"	"PASS"	"交付"	""	""
"th5000-cand-20260708-2827"	"PASS"	"償還"	""	""
"th5000-cand-20260708-2831"	"PASS"	"他們"	""	""
"th5000-cand-20260708-2834"	"PASS"	"力量；威力"	""	""
"th5000-cand-20260708-2838"	"PASS"	"塌陷；垮下"	""	""
"th5000-cand-20260708-2842"	"PASS"	"研討會"	""	""
"th5000-cand-20260708-2845"	"PASS"	"削掉"	""	""
"th5000-cand-20260708-2848"	"PASS"	"墊子"	""	""
"th5000-cand-20260708-2852"	"PASS"	"技能"	""	""
"th5000-cand-20260708-2855"	"PASS"	"調節室溫"	""	""
"th5000-cand-20260708-2858"	"PASS"	"板子；板面"	""	""
"th5000-cand-20260708-2861"	"PASS"	"神秘符號"	""	""
"th5000-cand-20260708-2866"	"PASS"	"骨"	""	""
"th5000-cand-20260708-2870"	"PASS"	"指定"	""	""
"th5000-cand-20260708-2873"	"PASS"	"上等"	""	""
"th5000-cand-20260708-2877"	"PASS"	"有機會"	""	""
"th5000-cand-20260708-2880"	"PASS"	"網；蛛網"	""	""
"th5000-cand-20260708-2883"	"PASS"	"美麗的"	""	""
"th5000-cand-20260708-2886"	"PASS"	"偽造（支票、簽名）"	""	""
"th5000-cand-20260708-2890"	"PASS"	"漂亮；精緻"	""	""
"th5000-cand-20260708-2893"	"PASS"	"膠卷；薄膜；電影"	""	""
"th5000-cand-20260708-2896"	"PASS"	"雨"	""	""
"th5000-cand-20260708-2900"	"PASS"	"說話"	""	""
"th5000-cand-20260708-2904"	"PASS"	"分開"	""	""
"th5000-cand-20260708-2908"	"PASS"	"建立；設立"	""	""
"th5000-cand-20260708-2911"	"PASS"	"疫苗"	""	""
"th5000-cand-20260708-2914"	"PASS"	"士氣；鼓勵"	""	""
"th5000-cand-20260708-2917"	"PASS"	"輕信"	""	""
"th5000-cand-20260708-2920"	"PASS"	"甘蔗"	""	""
"th5000-cand-20260708-2924"	"PASS"	"抬；扛"	""	""
"th5000-cand-20260708-2927"	"PASS"	"雨季"	""	""
"th5000-cand-20260708-2930"	"PASS"	"彼此"	""	""
"th5000-cand-20260708-2933"	"PASS"	"職業"	""	""
"th5000-cand-20260708-2936"	"PASS"	"強烈地"	""	""
"th5000-cand-20260708-2939"	"PASS"	"基因"	""	""
"th5000-cand-20260708-2943"	"PASS"	"很注意自己的外表"	""	""
"th5000-cand-20260708-2946"	"PASS"	"記住"	""	""
"th5000-cand-20260708-2949"	"PASS"	"他人；其他人"	""	""
"th5000-cand-20260708-2952"	"PASS"	"任命"	""	""
"th5000-cand-20260708-2955"	"PASS"	"寫作"	""	""
"th5000-cand-20260708-2958"	"PASS"	"總理"	""	""
"th5000-cand-20260708-2961"	"PASS"	"時代"	""	""
"th5000-cand-20260708-2965"	"PASS"	"支援"	""	""
"th5000-cand-20260708-2969"	"PASS"	"解釋"	""	""
"th5000-cand-20260708-2972"	"PASS"	"考試"	""	""
"th5000-cand-20260708-2975"	"PASS"	"水壺"	""	""
"th5000-cand-20260708-2980"	"PASS"	"雖然"	""	""
"th5000-cand-20260708-2983"	"PASS"	"相信"	""	""
"th5000-cand-20260708-2986"	"PASS"	"塑造；揉捏"	""	""
"th5000-cand-20260708-2990"	"PASS"	"敲擊聲"	""	""
"th5000-cand-20260708-2993"	"PASS"	"排檔；齒輪"	""	""
"th5000-cand-20260708-2996"	"PASS"	"薪資"	""	""
"th5000-cand-20260708-3000"	"PASS"	"伎倆"	""	""
"th5000-cand-20260708-3003"	"PASS"	"崇拜"	""	""
"th5000-cand-20260708-3006"	"PASS"	"裡面"	""	""
"th5000-cand-20260708-3010"	"PASS"	"機制"	""	""
"th5000-cand-20260708-3013"	"PASS"	"掉落"	""	""
"th5000-cand-20260708-3018"	"PASS"	"借"	""	""
"th5000-cand-20260708-3021"	"PASS"	"南邦府"	""	""
"th5000-cand-20260708-3024"	"PASS"	"柬埔寨"	""	""
"th5000-cand-20260708-3028"	"PASS"	"訓練；練習"	""	""
"th5000-cand-20260708-3031"	"PASS"	"梵天"	""	""
"th5000-cand-20260708-3034"	"PASS"	"可能"	""	""
"th5000-cand-20260708-3037"	"PASS"	"旅遊景點"	""	""
"th5000-cand-20260708-3040"	"PASS"	"濕透"	""	""
"th5000-cand-20260708-3043"	"PASS"	"刺"	""	""
"th5000-cand-20260708-3046"	"PASS"	"是否；……嗎"	""	""
"th5000-cand-20260708-3049"	"PASS"	"會成癮的；易上癮的"	""	""
"th5000-cand-20260708-3054"	"PASS"	"親近的；密切的"	""	""
"th5000-cand-20260708-3057"	"PASS"	"偶爾"	""	""
"th5000-cand-20260708-3060"	"PASS"	"膝上；大腿上"	""	""
"th5000-cand-20260708-3064"	"PASS"	"考慮"	""	""
"th5000-cand-20260708-3067"	"PASS"	"一些"	""	""
"th5000-cand-20260708-3070"	"PASS"	"滿足需求"	""	""
"th5000-cand-20260708-3073"	"PASS"	"明白"	""	""
"th5000-cand-20260708-3077"	"PASS"	"化妝品"	""	""
"th5000-cand-20260708-3080"	"PASS"	"再現"	""	""
"th5000-cand-20260708-3083"	"PASS"	"防水"	""	""
"th5000-cand-20260708-3086"	"PASS"	"現代"	""	""
"th5000-cand-20260708-3089"	"PASS"	"模範；榜樣"	""	""
"th5000-cand-20260708-3092"	"PASS"	"影片"	""	""
"th5000-cand-20260708-3096"	"PASS"	"天堂"	""	""
"th5000-cand-20260708-3100"	"PASS"	"表明"	""	""
"th5000-cand-20260708-3103"	"PASS"	"推"	""	""
"th5000-cand-20260708-3107"	"PASS"	"細竹篾"	""	""
"th5000-cand-20260708-3110"	"PASS"	"資訊科技"	""	""
