source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-1063	ข้อความ	n	32359	statement	term; message; text; passage; account; baby; content	1	n	陳述	authored_needs_review
th5000-cand-20260708-1066	การแข่งขัน	n	3472	competition	contest	1	n	競賽	authored_needs_review
th5000-cand-20260708-1069	สุทธิ	n	3377	net		2	adj;n	網	authored_needs_review
th5000-cand-20260708-1073	เงื่อน	n	12983	knot	hitch; gnarl	1	n	結	authored_needs_review
th5000-cand-20260708-1077	ฝึก	v	13910	practise	exercise; train; drill	1	v	練習	authored_needs_review
th5000-cand-20260708-1080	ตำบล	n	21500	district	locality; region; division	1	n	區	authored_needs_review
th5000-cand-20260708-1083	มองหา	v	9236	look for	search for	1	v	尋找	authored_needs_review
th5000-cand-20260708-1086	ตำแหน่ง	n	21748	office	post; rank; position	3	clas;n	辦公室	authored_needs_review
th5000-cand-20260708-1089	เงื่อนไข	n	12984	condition	agreement; restriction; term	1	n	條件；條款	authored_needs_review
th5000-cand-20260708-1092	สาน	v	7476	weave	entwine; intertwine; interlace; plait	1	v	編織	authored_needs_review
th5000-cand-20260708-1097	คลอ	v	31262	well up	be filled with (tears); moisten	3	adv;v	湧出	authored_needs_review
th5000-cand-20260708-1101	สไลด์	n	3836	slide		1	n	投影片；幻燈片	authored_needs_review
th5000-cand-20260708-1104	หมุน	v	7691	evolve	revolve; circulate	1	v	發展	authored_needs_review
th5000-cand-20260708-1108	คาด	v	11200	belt	gird; girdle; strap; buckle	3	v	繫上腰帶	authored_needs_review
th5000-cand-20260708-1111	วาน	v	6141	ask	solicit; request	2	adv;v	問	authored_needs_review
th5000-cand-20260708-1115	ทัก	n	24219	a kind of basket made of bamboo used to collect salt		3	n;v	一種用竹子製成的籃子，用來收集鹽	authored_needs_review
th5000-cand-20260708-1118	ดูรา	intj	33954	look you!	look hear; hear me; listen to me	1	int	看看你！	authored_needs_review
th5000-cand-20260708-1121	ออกมา	v	4565	come out		1	v	出來	authored_needs_review
th5000-cand-20260708-1124	ชล	n	33462	water	liquid as in rivers; lakes; seas and oceans	1	n	水	authored_needs_review
th5000-cand-20260708-1127	เกษตร	n	9998	farmland	land; field	1	n	農地	authored_needs_review
th5000-cand-20260708-1132	ละคร	n	6026	play	stage performance; drama; theatrical performance; show	1	n	戲劇；舞台劇	authored_needs_review
th5000-cand-20260708-1135	กลายเป็น	v	31273	become	change to; turn into	1	v	變得	authored_needs_review
th5000-cand-20260708-1138	เน้น	v	8540	emphasize	stress; accentuate; highlight; play up; underline	1	v	強調	authored_needs_review
th5000-cand-20260708-1141	คุณสมบัติ	n	12349	property	qualification; quality; attribute; performance; nature; characteristic	1	n	財產	authored_needs_review
th5000-cand-20260708-1146	อนุญาต	v	7971	allow	permit; consent; give agreement or permission	1	v	允許	authored_needs_review
th5000-cand-20260708-1150	เป้าหมาย	n	15644	aim	purpose; goal; objective; target	4	n	目的	authored_needs_review
th5000-cand-20260708-1153	การผลิ	n	30661	bloom	blossom; bud; sprout; germination	1	n	開花；萌芽	authored_needs_review
th5000-cand-20260708-1156	หมวดหมู่	n	3873	classification	category; grouping; sort; type	1	n	分類	authored_needs_review
th5000-cand-20260708-1159	พลังงาน	n	14325	energy		1	n	活力	authored_needs_review
th5000-cand-20260708-1162	องค์กร	n	36768	organization	unit; body; organ	1	n	組織	authored_needs_review
th5000-cand-20260708-1165	ตัน	v	21427	clog	block; choke; (get) stuck	2	clas;v	阻塞	authored_needs_review
th5000-cand-20260708-1170	ตั้งค่า	v	2397	set		1	v	放	authored_needs_review
th5000-cand-20260708-1173	ยอมรับ	v	35538	agree	accept; concur; acquiesce	2	v	同意	authored_needs_review
th5000-cand-20260708-1176	กล้า	n	29006	seedling	sprout; young plant	3	adj;n	幼苗	authored_needs_review
th5000-cand-20260708-1179	ถูกต้อง	v	23495	be correct	be right; be accurate	2	v	是正確的	authored_needs_review
th5000-cand-20260708-1184	สิ้น	v	35814	be finished	come to an end; terminate	1	v	結束；完結	authored_needs_review
th5000-cand-20260708-1188	เปรียบ	v	16415	compare	draw a parallel between	2	v	比較	authored_needs_review
th5000-cand-20260708-1192	ธรรมชาติ	n	34762	nature	natural; creation	1	n	自然	authored_needs_review
th5000-cand-20260708-1195	ดัน	v	33711	support	back up	3	v	支援	authored_needs_review
th5000-cand-20260708-1198	แม่น	adv	9166	accurately		2	adv	準確	authored_needs_review
th5000-cand-20260708-1201	ไพ่	n	15193	card	playing card; card game	1	n	卡片	authored_needs_review
th5000-cand-20260708-1204	ยิง	v	5716	shoot	fire	1	v	射擊	authored_needs_review
th5000-cand-20260708-1207	ไฟล์	n	3738	file		1	n	文件	authored_needs_review
th5000-cand-20260708-1210	ถุน	v	23480	take a nip of drug or opium		1	v	吸一口毒品或鴉片	authored_needs_review
th5000-cand-20260708-1213	เพลิดเพลิน	v	38796	enjoy	be entertained; delight in; take pleasure in; relish; be pleased with	2	adv;v	享受	authored_needs_review
th5000-cand-20260708-1216	มาน	n	16313	dropsy	edema	8	n	浮腫	authored_needs_review
th5000-cand-20260708-1219	คุ้มค่า	v	12239	be worthwhile	be worth; be break even; be enough to cover	1	v	值得	authored_needs_review
th5000-cand-20260708-1225	วงการ	n	3805	circle	field; quarter; coterie; society	1	n	圓圈	authored_needs_review
th5000-cand-20260708-1229	พิจาร	v	14695	consider	inquire; meditate; examine; investigate	1	v	考慮	authored_needs_review
th5000-cand-20260708-1232	ป๋า	n	13442	father	daddy	1	n	父親	authored_needs_review
th5000-cand-20260708-1235	ยธ	n	1564	Ministry of Justice		1	n	司法部	authored_needs_review
th5000-cand-20260708-1238	ธุรกรรม	n	3641	(business) transactions		1	n	（商業）交易	authored_needs_review
th5000-cand-20260708-1242	ดึง	v	33892	retrieve	pull	2	v	取回	authored_needs_review
th5000-cand-20260708-1245	จากนั้น	conj	37597	then	after that	1	conj	然後	authored_needs_review
th5000-cand-20260708-1248	มิถุน	n	15993	Gemini		2	n	雙子座	authored_needs_review
th5000-cand-20260708-1252	นัด	n	35181	appointment		3	n;v	預約	authored_needs_review
th5000-cand-20260708-1255	มีระบบ	adv	482	systematically	methodically; in an orderly way	1	adv	系統地	authored_needs_review
th5000-cand-20260708-1258	ว่าน	n	6139	general name for sedges, flags, orchids, hemp, and herbs		1	n	莎草、菖蒲、蘭花、大麻及草本植物的總稱	authored_needs_review
th5000-cand-20260708-1263	เครือ	n	12453	bunch of bananas		6	adj;n;v	一串香蕉	authored_needs_review
th5000-cand-20260708-1267	พิจารณา	v	14697	consider	inquire; meditate; examine; investigate	1	v	考慮	authored_needs_review
th5000-cand-20260708-1271	สัก	n	18813	teak	teak tree	4	adv;n;v	柚木	authored_needs_review
th5000-cand-20260708-1274	ทุกท่าน	pron	34399	everyone	everybody; every person; each one; every one; each and every one; all	1	pron	每個人	authored_needs_review
th5000-cand-20260708-1280	แสน	n	20675	hundred thousand		2	adv;n	十萬	authored_needs_review
th5000-cand-20260708-1283	คดี	n	10765	lawsuit	case	2	clas;n	訴訟	authored_needs_review
th5000-cand-20260708-1286	ตาราง	n	21703	table	list	2	n	桌子	authored_needs_review
th5000-cand-20260708-1290	เจ้าหน้า	n	23787	agent	front man; spokesman	1	n	代理人	authored_needs_review
th5000-cand-20260708-1293	ญาณ	n	28993	perception	insight; knowledge	1	n	洞察力	authored_needs_review
th5000-cand-20260708-1297	หนอ	part	20746	question		2	int;ques	疑問助詞	authored_needs_review
th5000-cand-20260708-1300	เสียว	v	20627	feel spasm		2	v	感到痙攣	authored_needs_review
th5000-cand-20260708-1304	แลก	v	7122	exchange	change; swap; switch; interchange; barter; trade	1	v	交換	authored_needs_review
th5000-cand-20260708-1307	เมิน	v	11799	turn one's face		2	v	轉過臉	authored_needs_review
th5000-cand-20260708-1310	ค่าใช้จ่าย	n	11199	expenses	expenditure; disbursement; consumption; fee; charge	1	n	開支	authored_needs_review
th5000-cand-20260708-1314	กระบวน	n	29179	artfulness	affection; deceitfulness	4	clas;n	機巧；狡猾	authored_needs_review
th5000-cand-20260708-1318	น่าเชื่อถือ	v	25033	be believable	be reliable; be dependable; be credible	1	v	可信	authored_needs_review
th5000-cand-20260708-1321	กล้อง	n	21572	camera		1	n	相機	authored_needs_review
th5000-cand-20260708-1324	มีค่า	v	16076	be worthy of		3	adj;v	值得	authored_needs_review
th5000-cand-20260708-1327	บุญ	n	25647	virtue	merit; good deeds; goodness	2	adj;n	美德	authored_needs_review
th5000-cand-20260708-1331	ข่าย	n	10042	net	mesh	3	n	網	authored_needs_review
th5000-cand-20260708-1334	วัตถุ	n	7126	object	stuff; material; substance	1	n	物體；物質	authored_needs_review
th5000-cand-20260708-1337	ไหว	v	7952	vibrate	shake	2	adv;v	顫動	authored_needs_review
th5000-cand-20260708-1342	มูลค่า	n	5602	price	value; cost	1	n	價格	authored_needs_review
th5000-cand-20260708-1345	กระบวนการ	n	29835	procedure	process; method; system	1	n	程序；步驟	authored_needs_review
th5000-cand-20260708-1348	กันได	n	31604	evidence	proof	1	n	證據	authored_needs_review
th5000-cand-20260708-1351	เหมาะสำหรับ	v	4172	convenient for	convenient to	1	v	方便	authored_needs_review
th5000-cand-20260708-1355	สถิติ	n	3057	statistic		2	n	統計數據；統計量	authored_needs_review
th5000-cand-20260708-1359	วิทยาศาสตร์	n	6180	science		3	adj;n	科學	authored_needs_review
th5000-cand-20260708-1362	ชัดเจน	v	28112	be obvious	be clear; be distinct; be lucid; be explicit	2	adv;v	顯而易見	authored_needs_review
th5000-cand-20260708-1366	ส่วนบุคคล	n	38898	individual	person	3	adj;n	個人	authored_needs_review
th5000-cand-20260708-1371	จันทร์	n	33084	Monday	following Sunday	2	n	週一	authored_needs_review
th5000-cand-20260708-1375	เจ้าของ	n	23710	owner	proprietor; proprietress	1	n	擁有者	authored_needs_review
th5000-cand-20260708-1378	อิส	n	19051	bear		1	n	熊	authored_needs_review
th5000-cand-20260708-1382	แลน	n	1610	Local Area Network	LAN	1	n	區域網路	authored_needs_review
th5000-cand-20260708-1386	ยังไง	part	38819	how	what	1	ques	如何	authored_needs_review
th5000-cand-20260708-1389	เติบ	adv	5195	excessively	lavishly; prodigally; extravagantly	1	adv	過度地	authored_needs_review
th5000-cand-20260708-1393	เติบโต	v	38742	prosper	grow; develop; flourish; wax; thrive; progress	2	v	繁榮	authored_needs_review
th5000-cand-20260708-1396	เบื้อ	n	25836	mythological man-like creature	mythological animal resembling a human being	2	n;v	神話中的類人生物	authored_needs_review
th5000-cand-20260708-1399	อันตราย	n	8062	danger	hazard	1	n	危險	authored_needs_review
th5000-cand-20260708-1403	วิชาการ	n	6165	academic matter	technical matter	2	adj;n	學術事項；技術事項	authored_needs_review
th5000-cand-20260708-1406	พฤษภ	n	14272	ox	bull	2	n	牛	authored_needs_review
th5000-cand-20260708-1411	มนุ	n	28143	Manu	creator and ruler of human race	1	n	馬努	authored_needs_review
th5000-cand-20260708-1415	หนุ่ม	n	7656	lad	laddie; boy; youth; adolescence	2	adj;n	年輕男子	authored_needs_review
th5000-cand-20260708-1420	ชี้	v	28460	point	point out; indicate	2	v	指出；指向	authored_needs_review
th5000-cand-20260708-1424	อาศัย	n	8282	habitat	natural environment	4	n;v	棲息地	authored_needs_review
th5000-cand-20260708-1427	ที่ดิน	n	24602	earth	soil	2	n	地球	authored_needs_review
th5000-cand-20260708-1430	หลอ	v	36028	be decayed	be broken	1	v	腐爛	authored_needs_review
th5000-cand-20260708-1434	ฤดู	n	17390	season		2	n	季節	authored_needs_review
th5000-cand-20260708-1437	อบรม	v	12062	train	drill; tutor; coach	2	v	訓練	authored_needs_review
th5000-cand-20260708-1440	ปัจจัย	n	13117	factor	cause; means; element; consideration; essential	2	n	因素	authored_needs_review
th5000-cand-20260708-1445	ทรวง	n	24345	chest	breast; bosom	1	n	胸部	authored_needs_review
th5000-cand-20260708-1449	สุดท้าย	adj	3376	last	hindmost	3	adj;adv	最後的	authored_needs_review
th5000-cand-20260708-1452	บรรจุ	v	25472	load	pack; enclose	3	v	載入	authored_needs_review
th5000-cand-20260708-1457	เป็นหนึ่ง	v	37252	be number one	be at the top of; top; excel	2	v	成為第一	authored_needs_review
th5000-cand-20260708-1460	นวัตกรรม	n	34977	innovation	change; alteration; novelty; newness; modernization	1	n	創新	authored_needs_review
th5000-cand-20260708-1464	ทักษะ	n	24209	skill	talent; ability; capability	1	n	技能	authored_needs_review
th5000-cand-20260708-1469	ถิ่น	n	23385	area	region; part	1	n	區域	authored_needs_review
th5000-cand-20260708-1472	การเรียนรู้	n	3480	learning	acquisition of knowledge	1	n	學習	authored_needs_review
th5000-cand-20260708-1475	กรู	v	30127	throng	crowd; run up together in crowds; rush in; run in a crowd	1	v	蜂擁；群聚	authored_needs_review
th5000-cand-20260708-1480	ทุกที่	adv	34401	everywhere	every place; here and there; all over; all around; at all points; in all places; wherever	1	adv	到處	authored_needs_review
th5000-cand-20260708-1484	ขม	n	8903	spinach	Amaranthus spinosus	3	adj;n	菠菜	authored_needs_review
th5000-cand-20260708-1487	คลุม	v	32589	cover	clothe; envelop; wrap; put on; encase	3	adv;v	覆蓋	authored_needs_review
th5000-cand-20260708-1490	ข้อดี	n	37674	merit	strong point; good point; advantage; virtue	1	n	優點	authored_needs_review
th5000-cand-20260708-1495	ตุล	n	22828	Libra	seventh sign of the zodiac represented by a pair of scales	2	n	天秤座	authored_needs_review
th5000-cand-20260708-1499	นายก	n	25110	president	chairman	1	n	總統	authored_needs_review
th5000-cand-20260708-1502	สมุทร	n	3118	ocean		1	n	海洋	authored_needs_review
th5000-cand-20260708-1507	รีด	v	11838	press	compress; crush; squeeze; force down; mash; push	2	v	按	authored_needs_review
th5000-cand-20260708-1510	สำรวจ	v	3311	survey	explore	2	v	調查	authored_needs_review
th5000-cand-20260708-1514	พิธี	n	14725	ceremony	rite	2	n	儀式	authored_needs_review
th5000-cand-20260708-1517	ตกลง	v	38265	agree	accord; concur; consent	1	v	同意	authored_needs_review
th5000-cand-20260708-1520	หนังโป๊	n	40740	pornographic film / movie		1	n	色情片	authored_needs_review
th5000-cand-20260708-1524	แผนการ	n	13557	plan	stratagem; plot; design; scheme; project	2	n	計劃	authored_needs_review
th5000-cand-20260708-1530	เมษ	n	35405	ram	sheep	2	n	公羊	authored_needs_review
th5000-cand-20260708-1535	ลอก	v	17558	imitate	copy; reproduce	4	v	模仿；抄錄	authored_needs_review
th5000-cand-20260708-1539	รับผิด	v	595	admit one's mistake	confess; own up;  plead guilty	1	v	承認錯誤	authored_needs_review
th5000-cand-20260708-1542	โครงสร้าง	n	12712	structure	construction; organization; arrangement	1	n	結構	authored_needs_review
th5000-cand-20260708-1545	พรรณ	n	14065	kind	category; species; type; variety	2	n	種類	authored_needs_review
th5000-cand-20260708-1548	ใดๆ	pron	21219	anything		2	det;pron	任何事物	authored_needs_review
th5000-cand-20260708-1551	มีส่วน	v	4254	participate	involved; take part	1	v	參加	authored_needs_review
th5000-cand-20260708-1554	ผง	n	16730	powder	dirt; dust	1	n	粉末	authored_needs_review
th5000-cand-20260708-1559	เว้น	v	37382	omit	leave a space; leave out; refrain from; miss; skip	4	v	忽略	authored_needs_review
th5000-cand-20260708-1562	ขัด	v	10033	go against	be opposed to; be in contrast to	5	v	違背	authored_needs_review
th5000-cand-20260708-1566	ผู้ให้บริการ	n	38322	facilitator	servant; service person; fixer (slang)	2	n	服務人員；協助者	authored_needs_review
th5000-cand-20260708-1569	ฮิต	v	3905	be a hit	be popular	2	adj;v	大受歡迎	authored_needs_review
th5000-cand-20260708-1573	มักจะ	adv	5554	often	frequently	1	adv	常	authored_needs_review
th5000-cand-20260708-1576	สืบ	v	3351	detect	find out	2	v	探測	authored_needs_review
th5000-cand-20260708-1579	มวล	n	5532	mass	group; cluster	2	adj;n	群體；團塊	authored_needs_review
th5000-cand-20260708-1583	เกียรติ	n	9918	fame	prestige; honour; honor; glory; reputation; dignity	1	n	名聲	authored_needs_review
th5000-cand-20260708-1589	พึ่ง	v	14867	depend on		2	aux;v	依賴於	authored_needs_review
th5000-cand-20260708-1596	การค้า	n	31917	business	trade; commerce; dealings	1	n	商業	authored_needs_review
th5000-cand-20260708-1599	เส้นทาง	n	35846	route	way; course; line; passage; path	1	n	路線	authored_needs_review
th5000-cand-20260708-1602	ทางการเงิน	adj	24712	financial		1	adj	金融的	authored_needs_review
th5000-cand-20260708-1605	คว้า	v	32623	win	gain	2	v	贏	authored_needs_review
th5000-cand-20260708-1609	มงคล	n	27805	garland		3	adj;n	花環	authored_needs_review
th5000-cand-20260708-1614	ทุกเวลา	adv	34413	anytime	all the time; at any time; at all hours	1	adv	隨時	authored_needs_review
th5000-cand-20260708-1617	รับผิดชอบ	v	5835	be responsible	take responsibilities; be accountable for	1	v	負責	authored_needs_review
th5000-cand-20260708-1621	ภาวะ	n	5505	condition	state; circumstances; position; situation; status	1	n	狀態	authored_needs_review
th5000-cand-20260708-1624	บาด	v	25692	cut		1	v	切	authored_needs_review
th5000-cand-20260708-1627	ไพร	n	9535	forest	jungle; wood	1	n	森林	authored_needs_review
th5000-cand-20260708-1630	สถานี	n	3046	station		2	n	車站	authored_needs_review
th5000-cand-20260708-1633	เพศ	n	15087	gender	sex	1	n	性別	authored_needs_review
th5000-cand-20260708-1636	วิศวกรรม	n	6206	engineering		1	n	工程	authored_needs_review
th5000-cand-20260708-1640	ถือว่า	v	23456	be regarded as	regard as	2	v	被視為	authored_needs_review
th5000-cand-20260708-1646	ผ่อนชำระ	v	16867	pay by installments		1	v	分期付款	authored_needs_review
th5000-cand-20260708-1650	ทันใจ	v	24147	be fast	be quick	2	adv;v	迅速；很快	authored_needs_review
th5000-cand-20260708-1653	โปร่ง	v	16683	clear	bright; fine	4	adj;v	清除	authored_needs_review
th5000-cand-20260708-1656	ยืด	v	4903	stretch	expand	2	v	拉緊	authored_needs_review
th5000-cand-20260708-1659	สื่อสาร	v	3363	communicate		2	v	溝通	authored_needs_review
th5000-cand-20260708-1662	มือสอง	adj	15950	reserved	second	2	adj	預留的；保留的	authored_needs_review
th5000-cand-20260708-1665	ผลลัพธ์	n	16799	result		1	n	結果	authored_needs_review
th5000-cand-20260708-1669	เลือด	n	18018	descent	lineage; blood relation; extraction; blood line	2	n	血統	authored_needs_review
th5000-cand-20260708-1673	ซื้อขาย	v	28887	trade	buy and sell; merchandise; deal in	1	v	交易；做買賣	authored_needs_review
th5000-cand-20260708-1677	คณะกรรมการ	n	10750	committee	council; commission; board	1	n	委員會	authored_needs_review
th5000-cand-20260708-1680	แห่งชาติ	adj	40809	national		1	adj	國家的	authored_needs_review
th5000-cand-20260708-1685	เวท	n	18350	incantation	magic; sorcery; spell	2	n	咒語	authored_needs_review
th5000-cand-20260708-1689	การประชุม	n	9014	meeting	convention; assembly; conference; congress; session	1	n	會議	authored_needs_review
th5000-cand-20260708-1692	รหัสผ่าน	n	26422	password	pass code; watchword	1	n	密碼	authored_needs_review
th5000-cand-20260708-1695	สนอง	v	6315	reply	respond; answer; return; retaliate; reciprocate; repay; repay a favour	1	v	回覆	authored_needs_review
th5000-cand-20260708-1698	แกน	n	32094	axle	axis; spindle	3	adj;adv;n	軸	authored_needs_review
th5000-cand-20260708-1701	ตอบแทน	v	21618	requite	reward; compensate; renumerate; reprisal; repay; reciprocate	1	v	報答	authored_needs_review
th5000-cand-20260708-1704	โพธ	n	15172	cleverness	intelligence	2	n;v	聰明才智；智慧	authored_needs_review
th5000-cand-20260708-1709	เรื่อย	adv	6898	always	continuously; continually; often; regularly; consistently; repeatedly; frequently	1	adv	總是	authored_needs_review
th5000-cand-20260708-1712	มุ้งลวด	n	4259	mosquito wire screen		1	n	紗窗	authored_needs_review
th5000-cand-20260708-1718	น่าตื่นเต้น	v	25042	be excited	be agitated; be thrilled; be ruffled	2	adj;v	興奮	authored_needs_review
th5000-cand-20260708-1721	เด็จ	v	20983	break off	be torn	1	v	中斷	authored_needs_review
th5000-cand-20260708-1725	คำสั่ง	n	11245	command	order; word of command	1	n	命令	authored_needs_review
th5000-cand-20260708-1729	ท้องถิ่น	n	24071	region	area	3	adj;n	地區	authored_needs_review
th5000-cand-20260708-1733	ระดับโลก	adj	524	world-class	outstanding	1	adj	世界一流	authored_needs_review
th5000-cand-20260708-1738	หน้าจอ	n	35972	monitor		1	n	監視器	authored_needs_review
th5000-cand-20260708-1742	คู่มือ	n	12247	manual	guide; handbook; aid	2	adj;n	使用手冊；指南	authored_needs_review
th5000-cand-20260708-1745	มาแรง	v	37294	be highly popular	be hugely popular	2	v	很受歡迎	authored_needs_review
th5000-cand-20260708-1748	อารมณ์	n	8270	temper	feeling; mood	3	n	脾氣	authored_needs_review
th5000-cand-20260708-1751	พูดถึง	v	11932	mention	talk about; speak of; refer to	1	v	提到	authored_needs_review
th5000-cand-20260708-1755	อดีต	n	7963	the past	previous times	2	adj;n	過去	authored_needs_review
th5000-cand-20260708-1759	กระแส	n	29971	trend	course; flow; way	2	n	趨勢	authored_needs_review
th5000-cand-20260708-1762	เหรียญ	n	11998	coin	medal	1	n	硬幣	authored_needs_review
th5000-cand-20260708-1765	หน่อ	n	7621	shoot		2	n	嫩芽；新芽	authored_needs_review
th5000-cand-20260708-1768	คล้าย	v	38142	resemble	similar; alike; look alike	1	v	類似	authored_needs_review
th5000-cand-20260708-1771	ปม	n	27350	crux	knot; hitch; catch; clue	3	n	癥結	authored_needs_review
th5000-cand-20260708-1775	ถด	v	23162	move backwards	budge; stir; retreat; withdraw; inch	1	v	向後移動	authored_needs_review
th5000-cand-20260708-1779	พ้น	v	4936	pass		2	v	經過	authored_needs_review
th5000-cand-20260708-1782	แม่นยำ	adj	2842	accurate	exact; correct; precise	2	adj;adv	準確的	authored_needs_review
th5000-cand-20260708-1787	ครึ	adj	31215	old-fashioned	obsolete; outmoded; obsolescent	1	adj	老式的	authored_needs_review
th5000-cand-20260708-1790	สูญ	v	3391	lose	mislay; disappear	3	adj;v	失去	authored_needs_review
th5000-cand-20260708-1793	เคมี	n	12231	chemistry		2	n	化學	authored_needs_review
th5000-cand-20260708-1797	สุดยอด	adj	7575	topmost	highest; leading; foremost; supreme; paramount; uppermost; top	1	adj	最上面的	authored_needs_review
th5000-cand-20260708-1800	ภาร	n	15545	burden	charge; duty; business; important affair	4	adj;n	負擔	authored_needs_review
th5000-cand-20260708-1803	บางส่วน	n	25745	some part	certain part	1	n	某一部分	authored_needs_review
th5000-cand-20260708-1806	ตอบสนอง	v	22066	meet	satisfy; fulfill	4	v	見面	authored_needs_review
th5000-cand-20260708-1809	ประการ	clf	37101	numerative noun for items, counts, points, kinds, sorts, ways, respects		2	clas	用於事項、要點、種類、方式等的量詞	authored_needs_review
th5000-cand-20260708-1812	ความสนใจ	n	32924	interest	attention	1	n	興趣	authored_needs_review
th5000-cand-20260708-1815	ความรู้สึก	n	32892	feeling	emotion; passion	1	n	感覺	authored_needs_review
th5000-cand-20260708-1819	ผู้นำ	n	13623	leader	chief; captain; boss; head; ruler	1	n	領導者	authored_needs_review
th5000-cand-20260708-1823	ปรากฏ	v	5388	appear	happen; occur	4	v	出現	authored_needs_review
th5000-cand-20260708-1826	ธารณะ	v	34830	indefinite offering food to a monk	undesignable offering food to a monk	2	adj;v	不指定受供僧人的供僧食物	authored_needs_review
th5000-cand-20260708-1829	สาธารณะ	n	3270	public	community at large	2	adj;n	民眾	authored_needs_review
th5000-cand-20260708-1835	รายวัน	adj	5879	daily		1	adj	日常的	authored_needs_review
th5000-cand-20260708-1839	ดีไซน์	v	33878	design		1	v	設計	authored_needs_review
th5000-cand-20260708-1842	อย่างไรก็ตาม	conj	7999	however	nevertheless; but	1	conj	然而	authored_needs_review
th5000-cand-20260708-1846	ทีเดียว	adv	24644	very	really	2	adv	非常	authored_needs_review
th5000-cand-20260708-1849	หล่อ	v	7735	protect (with water or oil)	lubricate	3	adj;v	保護（用水或油）	authored_needs_review
th5000-cand-20260708-1852	ฐานะ	n	29027	status	condition; position	1	n	地位	authored_needs_review
th5000-cand-20260708-1855	ชื่อเสียง	n	28497	fame	reputation; name; prestige; renown; popularity	1	n	名聲	authored_needs_review
th5000-cand-20260708-1859	ประทับ	v	27581	affix	imprint; stamp; press	3	v	蓋印；貼上	authored_needs_review
th5000-cand-20260708-1863	ศอ	n	18454	neck		1	n	脖子	authored_needs_review
th5000-cand-20260708-1866	ขึ้นอยู่กับ	v	8935	depend on	hinge on; be decided by; rely on	1	v	依賴於	authored_needs_review
th5000-cand-20260708-1869	ยุ่งยาก	v	9395	be complicated	be complex	2	adj;v	複雜；棘手	authored_needs_review
th5000-cand-20260708-1873	นึก	v	25386	consider	think; bring to mind	1	v	考慮	authored_needs_review
th5000-cand-20260708-1876	ความบันเทิง	n	32796	merriment	enjoyment; delight; joy; jubilation; hilarity	2	n	歡樂	authored_needs_review
th5000-cand-20260708-1880	คำนวณ	v	11334	calculate	compute; estimate; reckon; figure; count	1	v	計算	authored_needs_review
th5000-cand-20260708-1883	เสถียร	adv	37473	stably	firmly; strongly	2	adv	穩定地	authored_needs_review
th5000-cand-20260708-1886	จอม	n	38097	top	highest point; peak	1	n	頂部	authored_needs_review
th5000-cand-20260708-1889	ความเห็น	n	11426	opinion	view; viewpoint; idea; suggestion; assumption; belief; thought	1	n	觀點	authored_needs_review
th5000-cand-20260708-1892	สุวรรณ	n	3385	gold		1	n	金子	authored_needs_review
th5000-cand-20260708-1898	อำนาจ	n	39837	power	influence; control; domination; command; mastery	4	n	力量	authored_needs_review
th5000-cand-20260708-1901	ความเชื่อ	n	32737	belief	fait; trust	1	n	信仰	authored_needs_review
th5000-cand-20260708-1904	ลำดับ	n	37349	step	order; sequence	3	n;v	步	authored_needs_review
th5000-cand-20260708-1909	ถูกใจ	v	23491	like	be to one's liking; be pleased; be content; be satisfied	1	v	喜歡	authored_needs_review
th5000-cand-20260708-1913	หลง	v	11978	be misled	be misguided; misunderstand; be mistaken	4	v	被誤導	authored_needs_review
th5000-cand-20260708-1916	ศพ	n	7220	corpse	carcass; dead body; remains; stiff; cadaver	1	n	屍體	authored_needs_review
th5000-cand-20260708-1924	มนต์	n	11954	charm	attraction; allure; appeal; fascination	2	n	魅力	authored_needs_review
th5000-cand-20260708-1927	ท้าทาย	v	24737	challenge	dare; defy	1	v	挑戰	authored_needs_review
th5000-cand-20260708-1930	ปฐม	adj	27342	first	primary; initial;  original	1	adj	第一的	authored_needs_review
th5000-cand-20260708-1933	วงศ์	n	7104	family	dynasty; lineage; clan; race; tribe	1	n	家庭	authored_needs_review
th5000-cand-20260708-1936	อำนวยความสะดวก	v	789	facilitate	make something convenient; make something easy	1	v	使便利；使容易	authored_needs_review
th5000-cand-20260708-1939	ปีการศึกษา	n	13367	academic year	school  year	1	n	學年	authored_needs_review
th5000-cand-20260708-1942	ห่า	n	757	cholera	pestilential disease; infectious disease	3	int;n	霍亂	authored_needs_review
th5000-cand-20260708-1945	กระทำ	v	29812	perform	do; carry out; make; act	1	v	執行	authored_needs_review
th5000-cand-20260708-1950	มัด	v	16077	bind	tie; fasten; wrap	2	clas;v	綁定	authored_needs_review
th5000-cand-20260708-1953	สัญญาณ	n	3236	signal	alarm	1	n	訊號	authored_needs_review
th5000-cand-20260708-1956	การทดลอง	n	39920	experiment	test; trial; experimentation	1	n	實驗	authored_needs_review
th5000-cand-20260708-1960	มังกร	n	30626	dragon		3	n	龍	authored_needs_review
th5000-cand-20260708-1963	เทศบาล	n	5271	municipality	local government; municipal government	1	n	市政府	authored_needs_review
th5000-cand-20260708-1966	บาน	v	25712	bloom	open out; come out; spread out	4	adj;adv;clas;v	盛開	authored_needs_review
