source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-1067	มั่นคง	v	16366	be secure	be stable; be firm; be strong; be sturdy; be steadfast	2	v	穩固	authored_needs_review
th5000-cand-20260708-1070	ลุ้น	v	35684	push forward	promote; support	1	v	向前推進	authored_needs_review
th5000-cand-20260708-1074	ละไม	v	6034	be sweet	be nice; be attractive; be graceful	1	v	甜美	authored_needs_review
th5000-cand-20260708-1078	ปรับปรุง	v	27439	adjust	improve; make an adjustment; better	1	v	調整	authored_needs_review
th5000-cand-20260708-1081	ไหล	n	7949	root		3	n;v	根	authored_needs_review
th5000-cand-20260708-1084	ลักษณะ	n	6950	quality	character; characteristic; appearance	2	clas;n	特質	authored_needs_review
th5000-cand-20260708-1087	เหล็ก	n	6655	iron	steel	1	n	鐵	authored_needs_review
th5000-cand-20260708-1090	เปลี่ยนแปลง	v	16457	change to	transform; vary; alter; turn into; transform into; become	2	v	改為	authored_needs_review
th5000-cand-20260708-1093	การเรียน	n	9002	education	study; learning	1	n	教育	authored_needs_review
th5000-cand-20260708-1099	สัญญา	n	3234	contract	agreement; promise	2	n;v	合約	authored_needs_review
th5000-cand-20260708-1102	สรุป	v	3139	sum up	summarize	3	adv;v	總結	authored_needs_review
th5000-cand-20260708-1105	วัสดุ	n	12077	material	substance; matter; stuff	1	n	材料	authored_needs_review
th5000-cand-20260708-1109	พยาบาล	n	14039	nurse		2	n;v	護士	authored_needs_review
th5000-cand-20260708-1113	ทู้	v	34492	submit	be submissive; surrender; yield; capitulate; resign; relinquish; obey	1	v	屈服	authored_needs_review
th5000-cand-20260708-1116	ยิ่งขึ้น	adv	4261	more	still more; even more; increasingly; further	1	adv	更多	authored_needs_review
th5000-cand-20260708-1119	บันเทิง	v	25550	be joyful	be enjoy; be gay; be pleasure; be happy	1	v	快樂	authored_needs_review
th5000-cand-20260708-1122	ประจำปี	adj	27074	yearly	annual	1	adj	每年	authored_needs_review
th5000-cand-20260708-1125	กระทู้	n	29825	theme	subject; text; heading; question; gist	1	n	主題	authored_needs_review
th5000-cand-20260708-1129	ทราบ	v	24336	know	understand; realize; learn; perceive; see; recognize	1	v	知道	authored_needs_review
th5000-cand-20260708-1133	โรงงาน	n	2902	factory	plant	2	n	工廠	authored_needs_review
th5000-cand-20260708-1136	งบประมาณ	n	12762	budget	estimate; statement	1	n	預算	authored_needs_review
th5000-cand-20260708-1139	ยืนยัน	v	35561	assure	affirm; reaffirm; confirm; insist; tell firmly	1	v	保證	authored_needs_review
th5000-cand-20260708-1143	แนวทาง	n	35243	way	path; course; method; trail; mean; channel; model	1	n	方式	authored_needs_review
th5000-cand-20260708-1147	ฝ่าย	n	13875	side	party; sector; faction	2	clas;n	一方	authored_needs_review
th5000-cand-20260708-1151	นำเสนอ	v	25345	present	submit; show; exhibit; display	1	v	提出	authored_needs_review
th5000-cand-20260708-1154	หุ้น	n	7841	share	stock	1	n	股份	authored_needs_review
th5000-cand-20260708-1157	การติ	n	30186	condemnation	censure; reproach; comment; review	1	n	譴責	authored_needs_review
th5000-cand-20260708-1160	วรรณ	n	35705	caste		2	n	種姓	authored_needs_review
th5000-cand-20260708-1163	ช่าง	n	27956	technician	mechanic; engineer; craftsman; artisan	3	aux;n;v	技術員	authored_needs_review
th5000-cand-20260708-1166	เครื่องมือ	n	12367	tool	instrument; apparatus; appliance; implement; equipment	1	n	工具	authored_needs_review
th5000-cand-20260708-1171	ส่งเสริม	v	3030	promote	raise to; advance to	2	v	晉升	authored_needs_review
th5000-cand-20260708-1174	คิดเห็น	v	11304	comment	discuss; criticize; deem; judge	1	v	評論	authored_needs_review
th5000-cand-20260708-1177	พร้อมกับ	conj	14097	together with		1	conj	連同	authored_needs_review
th5000-cand-20260708-1180	ลิด	v	17824	trim	prune	1	v	修剪	authored_needs_review
th5000-cand-20260708-1186	ความเสี่ยง	n	11550	risk	hazard; peril; jeopardy; chance	1	n	風險	authored_needs_review
th5000-cand-20260708-1189	อาด	adv	19308	valiantly	valorously	1	adv	英勇地	authored_needs_review
th5000-cand-20260708-1193	ความคิดเห็น	n	32695	opinion	view; sentiment	1	n	意見	authored_needs_review
th5000-cand-20260708-1196	หลักสูตร	n	3879	course	syllabus; curriculum; programme	1	n	課程	authored_needs_review
th5000-cand-20260708-1199	ว่าการ	v	35715	administer	direct things; be in charge; govern	1	v	管理	authored_needs_review
th5000-cand-20260708-1202	ห้าม	v	11990	forbid	prohibit; disallow; ban	1	v	禁止	authored_needs_review
th5000-cand-20260708-1205	ซี่	n	28852	rowed or lined things	rib; banisters; spoke; rag	2	clas;n	排列成行的物件	authored_needs_review
th5000-cand-20260708-1208	ธานี	n	34827	city	town; borough; burg; capital; metropolis	1	n	城市	authored_needs_review
th5000-cand-20260708-1211	การบริหาร	n	3475	administration		1	n	管理	authored_needs_review
th5000-cand-20260708-1214	จำเป็นต้อง	v	33189	must	have to; need	1	aux	必須	authored_needs_review
th5000-cand-20260708-1217	ทันสมัย	v	40276	be up-to-date	be modern; be in fashion; new	2	adj;v	現代化	authored_needs_review
th5000-cand-20260708-1222	เดียวกัน	adj	21079	same	identical	1	adj	相同	authored_needs_review
th5000-cand-20260708-1226	โอน	v	19638	transfer	convey	5	v	轉移	authored_needs_review
th5000-cand-20260708-1230	มิตร	n	5577	friend	ally; companion; associate; buddy; fellow	1	n	朋友	authored_needs_review
th5000-cand-20260708-1233	ราน	v	26484	cut	trim or lop off (as branches); prune	2	adj;v	修剪	authored_needs_review
th5000-cand-20260708-1236	เศรษฐกิจ	n	6283	economy	economic affairs	1	n	經濟	authored_needs_review
th5000-cand-20260708-1239	ศาล	n	2962	shrine		4	n	神龕	authored_needs_review
th5000-cand-20260708-1243	อำนวย	v	6794	give	produce; afford; accord; bestow; grant; permit	1	v	給	authored_needs_review
th5000-cand-20260708-1246	นักศึกษา	n	35131	student	learner; pupil; scholar; disciple; undergraduate	1	n	學生	authored_needs_review
th5000-cand-20260708-1249	นักพนัน	n	307	gambler	bettor	1	n	賭徒	authored_needs_review
th5000-cand-20260708-1253	อาการ	n	8074	symptom	indication	2	n	症狀	authored_needs_review
th5000-cand-20260708-1256	ยศ	n	9201	rank	title	1	n	職銜	authored_needs_review
th5000-cand-20260708-1260	แวดล้อม	v	2932	surround	encompass	4	adj;v	環繞	authored_needs_review
th5000-cand-20260708-1265	กุม	v	9800	hold	grab; grasp; seize; clutch; clasp	2	v	抓住	authored_needs_review
th5000-cand-20260708-1268	ยอดเยี่ยม	adj	26987	superb	excellent; marvellous; perfect; best	2	adj;adv	極佳	authored_needs_review
th5000-cand-20260708-1272	บัง	v	25523	conceal	hide; gloss over; cover up	2	v	隱藏	authored_needs_review
th5000-cand-20260708-1275	ตัดสินใจ	v	21430	determine	resolve; believe on firmly; make up one's mind; have decided	1	v	確定	authored_needs_review
th5000-cand-20260708-1281	ต้อนรับ	v	21627	welcome	receive; greet; entertain	1	v	歡迎	authored_needs_review
th5000-cand-20260708-1284	ราชการ	n	5853	government service	service of the crown; public service; officialdom; bureaucracy; crown service	1	n	公務	authored_needs_review
th5000-cand-20260708-1287	ประชาชน	n	27176	people	inhabitants; residents;  populace; mass; citizen; crowd	1	n	民眾	authored_needs_review
th5000-cand-20260708-1291	เพชร	n	9656	diamond		1	n	鑽石	authored_needs_review
th5000-cand-20260708-1294	เจ้าหน้าที่	n	23789	authority	officer; official	2	n	官員	authored_needs_review
th5000-cand-20260708-1298	ปลาย	n	13270	tip	point; tail	1	n	尖端	authored_needs_review
th5000-cand-20260708-1301	หน่วยงาน	n	35966	institute		1	n	機構	authored_needs_review
th5000-cand-20260708-1305	ตม	n	34092	mire	mud	2	n	泥沼	authored_needs_review
th5000-cand-20260708-1308	สวยงาม	adj	7391	beautiful	attractive; charming; exquisite; fair; fine; gorgeous; handsome; lovely	1	adj	美麗	authored_needs_review
th5000-cand-20260708-1311	ยังคง	v	2724	remain		1	aux	留下	authored_needs_review
th5000-cand-20260708-1315	ปรึกษา	v	27516	consult	confer with; take/seek advice; discuss; take counsel with	1	v	諮詢	authored_needs_review
th5000-cand-20260708-1319	กราฟ	n	30059	graph	diagram	1	n	圖表	authored_needs_review
th5000-cand-20260708-1322	ความสามารถ	n	11587	capability	ability; talent; competence	1	n	能力	authored_needs_review
th5000-cand-20260708-1325	ภาษี	n	9573	superiority	advantage; preponderance	2	n	優勢	authored_needs_review
th5000-cand-20260708-1328	นาก	adj	35222	copper alloy	pinchbeck	1	adj	銅合金	authored_needs_review
th5000-cand-20260708-1332	แถม	v	5220	add	give something extra; give in addition; give an extra amount	1	v	添加	authored_needs_review
th5000-cand-20260708-1335	ที่ผ่านมา	adv	249	preceding	last	1	adv	前一個	authored_needs_review
th5000-cand-20260708-1339	เชื้อ	n	28654	sperm	semen	4	n	精子	authored_needs_review
th5000-cand-20260708-1343	วางแผน	v	35717	conspire	intrigue; connive; plot	1	v	密謀	authored_needs_review
th5000-cand-20260708-1346	ยัด	v	9267	stuff	cram; squeeze; press; fill; ram; tuck	2	v	塞入	authored_needs_review
th5000-cand-20260708-1349	ชั้นนำ	adj	28063	first- class	topflight; crack	1	adj	一流	authored_needs_review
th5000-cand-20260708-1352	แพ้	v	15118	be defeated	lose; be beaten; be inferior	2	v	被擊敗	authored_needs_review
th5000-cand-20260708-1357	เหมาะกับ	v	2362	be appropriate	proper; be compatible with	1	v	適當	authored_needs_review
th5000-cand-20260708-1360	ความสำคัญ	n	72	importance	emphasis; significance	1	n	重要性	authored_needs_review
th5000-cand-20260708-1363	ประสงค์	v	27623	wish	desire; want; intend; mean; purpose; aim	1	v	希望	authored_needs_review
th5000-cand-20260708-1367	จนถึง	adp	13046	until	till; to; up to	1	prep	直到	authored_needs_review
th5000-cand-20260708-1372	พื้นฐาน	n	14900	base	bottom	2	adj;n	底部	authored_needs_review
th5000-cand-20260708-1376	ได้ดี	v	21236	be successful	attain prominence; meet the success	1	v	成功	authored_needs_review
th5000-cand-20260708-1379	ด้น	n	29054	extemporaneous rhyme	name of rhyme	5	n;v	即興韻文	authored_needs_review
th5000-cand-20260708-1383	พันธุ์	n	14574	seeds	strain; species; heredity	3	n	品種	authored_needs_review
th5000-cand-20260708-1387	ทาย	v	24834	guess	conjecture	1	v	猜	authored_needs_review
th5000-cand-20260708-1390	ปล่อย	v	13223	allow		2	v	允許	authored_needs_review
th5000-cand-20260708-1394	ปริมาณ	n	27492	quantity	amount; number	1	n	數量	authored_needs_review
th5000-cand-20260708-1397	ยำ	n	5709	Thai dressed salad		3	n;v	泰式沙拉	authored_needs_review
th5000-cand-20260708-1401	อาจาร	n	19275	conduct	behavior	3	n	行為	authored_needs_review
th5000-cand-20260708-1404	อุด	v	4082	plug	stop; block; fill a hole; seal; close; cork	1	v	塞住	authored_needs_review
th5000-cand-20260708-1407	กรอบ	n	29557	convention	pattern; set of rules; set pattern	3	adj;n	慣例	authored_needs_review
th5000-cand-20260708-1413	กรอก	v	29549	fill in	fill with; complete; fill up	2	v	填寫	authored_needs_review
th5000-cand-20260708-1417	สมบูรณ์	v	3092	be perfect	be complete	3	adv;v	完美	authored_needs_review
th5000-cand-20260708-1421	ทับ	n	24779	kind of drums		3	n;v	一種鼓	authored_needs_review
th5000-cand-20260708-1425	ขณะที่	conj	32213	when	while; as	1	conj	當	authored_needs_review
th5000-cand-20260708-1428	ทุกที	adv	34400	always	regularly; every time	1	adv	總是	authored_needs_review
th5000-cand-20260708-1431	อย่างยิ่ง	adv	16121	very much	extremely; considerably; substantially; exceedingly	1	adv	非常	authored_needs_review
th5000-cand-20260708-1435	ข่าวสาร	n	10111	information	news; message	1	n	訊息	authored_needs_review
th5000-cand-20260708-1438	ล่ม	v	6936	sink	capsize; submerge; go down; founder	2	v	下沉	authored_needs_review
th5000-cand-20260708-1442	เข้ม	v	10883	be deep (for colour)	be dark	2	adj;v	顏色深	authored_needs_review
th5000-cand-20260708-1446	เชี่ยว	adv	28651	rapidly	swiftly; strongly	1	adv	迅速	authored_needs_review
th5000-cand-20260708-1450	ฝรั่ง	n	13798	guava		3	adj;n	番石榴	authored_needs_review
th5000-cand-20260708-1455	ลาว	n	7055	Laos		1	n	寮國	authored_needs_review
th5000-cand-20260708-1458	การนำ	n	30581	lead	guide; conduction; persuasion	2	n	引導	authored_needs_review
th5000-cand-20260708-1462	ต้ม	n	34096	a kind of Thai sweetmeat		3	n;v	一種泰國甜食	authored_needs_review
th5000-cand-20260708-1465	ถก	v	23153	pull out		3	v	拔出	authored_needs_review
th5000-cand-20260708-1470	ร่วมกับ	v	35573	cooperate	work together with; collaborate	1	v	合作	authored_needs_review
th5000-cand-20260708-1473	หยัด	v	20953	on one's feet		1	v	站著	authored_needs_review
th5000-cand-20260708-1476	วินาที	n	6192	second		1	n	秒	authored_needs_review
th5000-cand-20260708-1482	เป็นต้น	adv	16264	etc.	and so on; and so forth; et cetera	1	adv	等	authored_needs_review
th5000-cand-20260708-1485	ขนส่ง	n	32244	transportation		2	n;v	交通	authored_needs_review
th5000-cand-20260708-1488	ลิขสิทธิ์	n	17819	copyright		1	n	版權	authored_needs_review
th5000-cand-20260708-1493	คลัง	n	32527	storehouse	warehouse; depository; treasury	1	n	倉庫	authored_needs_review
th5000-cand-20260708-1496	นำมา	v	8456	bring	take; bear; fetch	1	v	帶來	authored_needs_review
th5000-cand-20260708-1500	คลอง	n	32500	canal	waterway; watercourse	1	n	運河	authored_needs_review
th5000-cand-20260708-1503	กำกับ	v	30308	control	regulate; oversee; supervise; superintend	2	v	控制	authored_needs_review
th5000-cand-20260708-1508	ที่เกิด	n	24603	birthplace		1	n	出生地	authored_needs_review
th5000-cand-20260708-1511	ประหยัด	v	27423	economize	save; be thrifty; be frugal; be economical	1	v	節約	authored_needs_review
th5000-cand-20260708-1515	ง่ายดาย	adv	12866	easily	certainly: surely; clearly; simply	1	adv	輕易地	authored_needs_review
th5000-cand-20260708-1518	รวย	v	11809	be rich	be wealthy	4	adj;adv;v	有錢	authored_needs_review
th5000-cand-20260708-1522	ซอย	n	28734	lane	alley; by-road; side-street; footway	2	n;v	巷弄	authored_needs_review
th5000-cand-20260708-1527	บี้	v	25667	crush	smash; press; squash; compress	2	adj;v	壓碎	authored_needs_review
th5000-cand-20260708-1533	คับ	v	11145	close	firm; compact; restrict; crowd; oppress; confine	2	adj;v	壓緊	authored_needs_review
th5000-cand-20260708-1537	เปรียบเทียบ	v	16417	compare	draw a comparison between	1	v	比較	authored_needs_review
th5000-cand-20260708-1540	กุมภ	n	9818	pot	jar; water jug; pitcher	1	n	罐	authored_needs_review
th5000-cand-20260708-1543	ล้วน	adv	6003	all	solely; entirely; completely; totally	1	adv	全部	authored_needs_review
th5000-cand-20260708-1546	สะสม	v	12121	accumulate	collect; gather; amass; hoard; store; increase	1	v	累積	authored_needs_review
th5000-cand-20260708-1549	นางสาว	n	25017	miss	Ms.	1	n	小姐	authored_needs_review
th5000-cand-20260708-1552	เล่า	v	7159	tell	relate; recount; narrate; describe; recite	1	v	告訴	authored_needs_review
th5000-cand-20260708-1556	สผ	n	1659	The Secretariat of the House of Representatives		1	n	眾議院秘書處	authored_needs_review
th5000-cand-20260708-1560	ระเบียบ	n	11866	rule	order; regulation	1	n	規則	authored_needs_review
th5000-cand-20260708-1564	เต็มที่	adv	22882	to the utmost	with all one's might or capability; to the full	1	adv	竭盡全力	authored_needs_review
th5000-cand-20260708-1567	ซ้ำ	adv	28821	repeatedly		1	adv	反覆	authored_needs_review
th5000-cand-20260708-1570	ฉีด	v	23972	inject	spray; squirt	1	v	注入	authored_needs_review
th5000-cand-20260708-1574	ร่วมมือ	v	9304	cooperate	collaborate; work together; combine; coordinate; pull together	1	v	合作	authored_needs_review
th5000-cand-20260708-1577	เคล็ด	n	12565	technique	knack; trick	3	n;v	技術	authored_needs_review
th5000-cand-20260708-1580	สิ่งแวดล้อม	n	3328	environment		2	n	環境	authored_needs_review
th5000-cand-20260708-1584	โภค	n	8234	property	wealth; fortune; goods	2	n;v	財產	authored_needs_review
th5000-cand-20260708-1591	ชะ	v	33551	erode	wash away; corrode; cleanse	1	v	侵蝕	authored_needs_review
th5000-cand-20260708-1597	กรัม	clf	30037	gram		1	clas	克	authored_needs_review
th5000-cand-20260708-1600	เช็ค	n	28558	cheque	check; draft	2	n;v	支票	authored_needs_review
th5000-cand-20260708-1603	ภายใต้	adv	441	beneath	under; underneath	1	adv	下面	authored_needs_review
th5000-cand-20260708-1606	ก่อสร้าง	v	38200	build	construct	1	v	建造	authored_needs_review
th5000-cand-20260708-1610	บุหรี่	n	25999	cigarette	tobacco	1	n	香煙	authored_needs_review
th5000-cand-20260708-1615	ผลกระทบ	n	16776	effect	affectation; influence	1	n	效果	authored_needs_review
th5000-cand-20260708-1618	ปุ่ม	n	15773	button	knob; lump; knot; protuberance; swelling; node	1	n	按鈕	authored_needs_review
th5000-cand-20260708-1622	สถานการณ์	n	7317	situation	plight; state; circumstances; condition	1	n	情況	authored_needs_review
th5000-cand-20260708-1625	ส่วนใหญ่	n	3164	majority		2	n;pron	大多數	authored_needs_review
th5000-cand-20260708-1628	ความเร็ว	n	32896	velocity	speed	2	n	速度	authored_needs_review
th5000-cand-20260708-1631	ยอดขาย	n	26980	circulation		1	n	流通	authored_needs_review
th5000-cand-20260708-1634	ตระ	n	34138	a piece (used in reference to land)	portion; plot	2	n	一塊土地	authored_needs_review
th5000-cand-20260708-1637	ตลอดเวลา	adv	22616	all the time	whole time; always	1	adv	一直	authored_needs_review
th5000-cand-20260708-1641	ทิศ	n	24683	direction		1	n	方向	authored_needs_review
th5000-cand-20260708-1648	การตลาด	n	3474	marketing		1	n	行銷	authored_needs_review
th5000-cand-20260708-1651	คำแนะนำ	n	11330	suggestion	advice; direction; guidance; counsel	1	n	建議	authored_needs_review
th5000-cand-20260708-1654	พืช	n	14882	vegetation	plant	1	n	植被	authored_needs_review
th5000-cand-20260708-1657	ปอย	n	13112	tuft	bunch; a lock of hair; wisp	1	n	一束	authored_needs_review
th5000-cand-20260708-1660	ข้อเสนอ	n	10439	proposal	offer; proposition; suggestion	1	n	提案	authored_needs_review
th5000-cand-20260708-1663	ผู้หญิง	n	13711	female	woman; lady	1	n	女	authored_needs_review
th5000-cand-20260708-1667	หวะ	adj	36121	open	gaping	2	adj	張開的	authored_needs_review
th5000-cand-20260708-1671	ดึงดูด	v	40215	attract	appeal; draw; arouse interest; fascinate; charm	2	v	吸引	authored_needs_review
th5000-cand-20260708-1674	แดน	n	21124	land	area; border; territory; region; zone; realm; domain; vicinity; boundary	1	n	土地	authored_needs_review
th5000-cand-20260708-1678	ซับซ้อน	v	28783	complicate	be complex; confuse	1	v	複雜化	authored_needs_review
th5000-cand-20260708-1681	มติ	n	5521	resolution		1	n	決議	authored_needs_review
th5000-cand-20260708-1686	เลิศ	adj	7148	excellent	first-rate; perfect; splendid; marvelous; wonderful	1	adj	優秀	authored_needs_review
th5000-cand-20260708-1690	เพียงแต่	adv	40433	merely	only; just	2	adv;conj	僅僅	authored_needs_review
th5000-cand-20260708-1693	ตะวันออก	n	21846	east	eastern	2	n	東	authored_needs_review
th5000-cand-20260708-1696	ปริญญา	n	27449	degree	academic degree	1	n	學位	authored_needs_review
th5000-cand-20260708-1699	แก่น	n	32096	core	heart of wood; kernel	1	n	核心	authored_needs_review
th5000-cand-20260708-1702	โหม	v	6677	mobilize	concentrate; strain; exert	1	v	動員	authored_needs_review
th5000-cand-20260708-1705	เพิ่มประสิทธิภาพ	v	37284	increase efficiency	increase effectiveness	2	v	提高效率	authored_needs_review
th5000-cand-20260708-1710	จุดเด่น	n	38046	prominent point	distinctive point	1	n	突出點	authored_needs_review
th5000-cand-20260708-1716	แม้ว	n	5629	Meo	hill tribe people in northern Thailand	1	n	苗族	authored_needs_review
th5000-cand-20260708-1719	ระวัง	v	9333	be careful	be on the lookout for; watch out for; be vigilant; be cautious; beware of; look out; be on one's guard; be heedful	1	v	小心	authored_needs_review
th5000-cand-20260708-1723	เซียน	n	28909	immortal of Chinese stories	wizard	2	n	中國神話中的仙人	authored_needs_review
th5000-cand-20260708-1727	มสิ	n	28234	ink		2	n	墨水	authored_needs_review
th5000-cand-20260708-1731	เต็มไปด้วย	v	22890	be full of	be permeated with; be filled with	1	v	充滿	authored_needs_review
th5000-cand-20260708-1734	ฉะ	v	23937	slash	chop; hack; cut; hit	2	v	砍	authored_needs_review
th5000-cand-20260708-1739	สร้างสรรค์	v	3136	create	make; originate	2	v	建立	authored_needs_review
th5000-cand-20260708-1743	แขวง	n	10622	district		1	n	區	authored_needs_review
th5000-cand-20260708-1746	คุ้มครอง	v	12331	protect	guard; escort; defend; preserve	1	v	保護	authored_needs_review
th5000-cand-20260708-1749	อุณหภูมิ	n	4550	temperature		1	n	溫度	authored_needs_review
th5000-cand-20260708-1752	ธรรมเนียม	n	34778	custom	tradition; manner; way; mode; method; system	1	n	習俗	authored_needs_review
th5000-cand-20260708-1756	ถ่ายทอด	v	23358	broadcast	transmit; relay	2	v	廣播	authored_needs_review
th5000-cand-20260708-1760	ที่ตั้ง	n	24642	location	position; situation; site	1	n	位置	authored_needs_review
th5000-cand-20260708-1763	แท้จริง	adv	8478	truly	really; actually; genuinely	2	adv;conj	確實	authored_needs_review
th5000-cand-20260708-1766	การแสดง	n	3483	performance		1	n	表演	authored_needs_review
th5000-cand-20260708-1769	แห้ง	v	3419	be dry	have no moisture; be damp	3	adj;v	乾	authored_needs_review
th5000-cand-20260708-1773	โกง	v	38095	cheat	swindle; defraud; embezzle; deceive	2	adj;v	詐騙	authored_needs_review
th5000-cand-20260708-1776	สมร	n	18676	war	battle; fighting	2	n	戰爭	authored_needs_review
th5000-cand-20260708-1780	เคียง	adv	12623	closely	near; adjacently	1	adv	密切	authored_needs_review
th5000-cand-20260708-1783	มี่	adj	16013	noisy	boisterous; blatant; clamorous; vociferous; uproarious	2	adj	吵鬧	authored_needs_review
th5000-cand-20260708-1788	ศักดิ	n	18457	power	might; authority	4	n	權力	authored_needs_review
th5000-cand-20260708-1791	ความน่าเชื่อถือ	n	37894	reliability	faithfulness; trust	1	n	可靠性	authored_needs_review
th5000-cand-20260708-1794	เร่ง	v	35640	hasten	hurry; rush	1	v	趕緊	authored_needs_review
th5000-cand-20260708-1798	ปัน	v	13475	divide	allocate; distribute; share	1	v	分配	authored_needs_review
th5000-cand-20260708-1801	คนไทย	n	30998	Thai	Thai people	1	n	泰國人	authored_needs_review
th5000-cand-20260708-1804	หนี้	n	6567	debt	liability; indebtedness; obligation	1	n	債務	authored_needs_review
th5000-cand-20260708-1807	เกินไป	adv	9863	too much	over; excessively; improperly; immoderately	1	adv	太多了	authored_needs_review
th5000-cand-20260708-1810	ศักดิ์	n	2952	mightiness	vigor; force	5	n	威力	authored_needs_review
th5000-cand-20260708-1813	ครอบคลุม	v	31135	cover	include	1	v	涵蓋	authored_needs_review
th5000-cand-20260708-1817	จะเข้	n	33016	a three-stringed musical instrument		1	n	三弦樂器	authored_needs_review
th5000-cand-20260708-1820	จัดงาน	v	3593	arrange	organize	1	v	安排	authored_needs_review
th5000-cand-20260708-1824	กว่าน	n	31358	bureaucrat	lord, peer; nobility	1	n	官僚	authored_needs_review
th5000-cand-20260708-1827	ล่วง	v	5996	go beyond	exceed; precede; pass; go in advance; overstep	1	v	超越	authored_needs_review
th5000-cand-20260708-1833	ร้านค้า	n	5862	store	shop	1	n	商店	authored_needs_review
th5000-cand-20260708-1836	กู้	v	9663	salvage	dredge out; get out of the water	3	v	打撈	authored_needs_review
th5000-cand-20260708-1840	การกำ	n	37607	grasping	holding	1	n	抓握	authored_needs_review
th5000-cand-20260708-1843	เบี้ย	n	5355	cowrie	cowrie shell; cowrie shell money; Cypraea moneta money	2	n	寶螺	authored_needs_review
th5000-cand-20260708-1847	ฟก	adj	15223	contused	bruised	1	adj	瘀傷的	authored_needs_review
th5000-cand-20260708-1850	รัช	n	26669	dust	particle	3	n	灰塵	authored_needs_review
th5000-cand-20260708-1853	พ่น	v	13978	blow	emit; spurt; spray; spout; spit; eject	1	v	吹	authored_needs_review
th5000-cand-20260708-1857	อิสระ	adj	6803	free	independent; liberal	2	adj;adv	自由	authored_needs_review
th5000-cand-20260708-1860	แอบ	v	39018	hide	conceal; go into hiding; lie low; snuggle up to; slip	2	v	隱藏	authored_needs_review
th5000-cand-20260708-1864	มีประสบการณ์	v	40457	have an experience		1	v	經歷過	authored_needs_review
th5000-cand-20260708-1867	สะดุด	v	3191	discontinue	cease; stop	4	v	停止	authored_needs_review
th5000-cand-20260708-1870	รับสมัคร	v	596	enrol	accept; recruit; join up; sign up	1	v	報名	authored_needs_review
th5000-cand-20260708-1874	พวง	n	14387	string	cluster; bunch	2	clas;n	一串	authored_needs_review
th5000-cand-20260708-1877	ถ้าหาก	conj	231	if	providing (that); provided (that); supposing; in case	1	conj	如果	authored_needs_review
th5000-cand-20260708-1881	ประทาน	v	27576	grant	give; offer; confer; bestow	1	v	授予	authored_needs_review
th5000-cand-20260708-1884	อักษร	n	19151	character	letter; alphabet	2	n	字母	authored_needs_review
th5000-cand-20260708-1887	ยึด	v	4901	fix	stick; secure; attach; fasten	2	v	固定	authored_needs_review
th5000-cand-20260708-1890	ม่อย	v	8158	doze off	doze; nap; have a wink; have a nap; be drowsy	2	adj;v	打瞌睡	authored_needs_review
th5000-cand-20260708-1894	พึง	v	14865	should	ought	2	aux	應該	authored_needs_review
th5000-cand-20260708-1899	น่าจะ	v	25022	had better	should be	1	aux	最好	authored_needs_review
th5000-cand-20260708-1902	ปีน	v	13385	climb	clamber	1	v	爬	authored_needs_review
th5000-cand-20260708-1906	เซลล์	n	28918	cell		1	n	細胞	authored_needs_review
th5000-cand-20260708-1911	ดูดวง	v	8671	foretell	prophesy	1	v	預言	authored_needs_review
th5000-cand-20260708-1914	เรียง	v	6879	arrange	put in order; line up; order; organize	1	v	安排	authored_needs_review
th5000-cand-20260708-1918	ความหลาก	n	11442	variety	diversity	1	n	多樣性	authored_needs_review
th5000-cand-20260708-1925	โซน	n	28968	zone	area	1	n	區	authored_needs_review
th5000-cand-20260708-1928	โปร่งใส	v	5013	reveal	be plain; be evident; be explicit; be obvious; be unambiguous; be transparent	2	adj;v	顯露	authored_needs_review
th5000-cand-20260708-1931	ตด	n	34033	fart	air discharge from the anus	3	n;v	屁	authored_needs_review
th5000-cand-20260708-1934	ทหาร	n	24460	military	soldier	1	n	軍人	authored_needs_review
th5000-cand-20260708-1937	วางใจ	v	38872	trust	believe in; confide; have confidence in; rely; entrust; credit; rely; be convinced	1	v	信任	authored_needs_review
th5000-cand-20260708-1940	อัด	v	8056	record	copy; duplicate	6	v	記錄	authored_needs_review
th5000-cand-20260708-1943	ปทุม	n	27359	water lily	lotus	1	n	睡蓮	authored_needs_review
th5000-cand-20260708-1946	วรรค	n	7069	space	interval; pause in writing; gap	2	n;v	空間	authored_needs_review
th5000-cand-20260708-1951	เหตุการณ์	n	7848	event	incident; episode; occurrence; circumstance	1	n	事件	authored_needs_review
th5000-cand-20260708-1954	ในขณะที่	conj	8505	while	when; as	1	conj	當…時	authored_needs_review
th5000-cand-20260708-1957	ขับเคลื่อน	v	10542	propel	move; impel	1	v	推進	authored_needs_review
th5000-cand-20260708-1961	อ้อ	n	6739	reed grass	Arundo donax Linn.	2	int;n	蘆葦草	authored_needs_review
th5000-cand-20260708-1964	เกรด	n	9824	grade	level; standard; rank	3	n;v	等級	authored_needs_review
th5000-cand-20260708-1967	ระยะยาว	adj	563	long-term		1	adj	長期	authored_needs_review
th5000-cand-20260708-1970	แต้	n	22980	species of large tree	sindora siamensis	3	adv;n	一種大型樹木	authored_needs_review
