"source_candidate_id"	"verdict"	"current_translation_zh_tw"	"suggested_translation_zh_tw"	"reason"
"th5000-cand-20260708-1716"	"PASS"	"苗族"	""	""
"th5000-cand-20260708-1719"	"PASS"	"小心"	""	""
"th5000-cand-20260708-1723"	"PASS"	"中國神話中的仙人"	""	""
"th5000-cand-20260708-1727"	"PASS"	"墨水"	""	""
"th5000-cand-20260708-1731"	"PASS"	"充滿"	""	""
"th5000-cand-20260708-1734"	"PASS"	"砍"	""	""
"th5000-cand-20260708-1739"	"PASS"	"建立"	""	""
"th5000-cand-20260708-1743"	"PASS"	"區"	""	""
"th5000-cand-20260708-1746"	"PASS"	"保護"	""	""
"th5000-cand-20260708-1749"	"PASS"	"溫度"	""	""
"th5000-cand-20260708-1752"	"PASS"	"習俗"	""	""
"th5000-cand-20260708-1756"	"PASS"	"廣播"	""	""
"th5000-cand-20260708-1760"	"PASS"	"位置"	""	""
"th5000-cand-20260708-1763"	"PASS"	"確實"	""	""
"th5000-cand-20260708-1766"	"PASS"	"表演"	""	""
"th5000-cand-20260708-1769"	"PASS"	"乾"	""	""
"th5000-cand-20260708-1773"	"PASS"	"詐騙"	""	""
"th5000-cand-20260708-1776"	"PASS"	"戰爭"	""	""
"th5000-cand-20260708-1780"	"PASS"	"密切"	""	""
"th5000-cand-20260708-1783"	"PASS"	"吵鬧"	""	""
"th5000-cand-20260708-1788"	"PASS"	"權力"	""	""
"th5000-cand-20260708-1791"	"PASS"	"可靠性"	""	""
"th5000-cand-20260708-1794"	"PASS"	"趕緊"	""	""
"th5000-cand-20260708-1798"	"PASS"	"分配"	""	""
"th5000-cand-20260708-1801"	"PASS"	"泰國人"	""	""
"th5000-cand-20260708-1804"	"PASS"	"債務"	""	""
"th5000-cand-20260708-1807"	"PASS"	"太多了"	""	""
"th5000-cand-20260708-1810"	"PASS"	"威力"	""	""
"th5000-cand-20260708-1813"	"PASS"	"涵蓋"	""	""
"th5000-cand-20260708-1817"	"PASS"	"三弦樂器"	""	""
"th5000-cand-20260708-1820"	"PASS"	"安排"	""	""
"th5000-cand-20260708-1824"	"PASS"	"官僚"	""	""
"th5000-cand-20260708-1827"	"PASS"	"超越"	""	""
"th5000-cand-20260708-1833"	"PASS"	"商店"	""	""
"th5000-cand-20260708-1836"	"PASS"	"打撈"	""	""
"th5000-cand-20260708-1840"	"PASS"	"抓握"	""	""
"th5000-cand-20260708-1843"	"PASS"	"寶螺"	""	""
"th5000-cand-20260708-1847"	"PASS"	"瘀傷的"	""	""
"th5000-cand-20260708-1850"	"PASS"	"灰塵"	""	""
"th5000-cand-20260708-1853"	"PASS"	"吹"	""	""
"th5000-cand-20260708-1857"	"PASS"	"自由"	""	""
"th5000-cand-20260708-1860"	"PASS"	"隱藏"	""	""
"th5000-cand-20260708-1864"	"PASS"	"經歷過"	""	""
"th5000-cand-20260708-1867"	"PASS"	"停止"	""	""
"th5000-cand-20260708-1870"	"PASS"	"報名"	""	""
"th5000-cand-20260708-1874"	"PASS"	"一串"	""	""
"th5000-cand-20260708-1877"	"PASS"	"如果"	""	""
"th5000-cand-20260708-1881"	"PASS"	"授予"	""	""
"th5000-cand-20260708-1884"	"PASS"	"字母"	""	""
"th5000-cand-20260708-1887"	"PASS"	"固定"	""	""
"th5000-cand-20260708-1890"	"PASS"	"打瞌睡"	""	""
"th5000-cand-20260708-1894"	"PASS"	"應該"	""	""
"th5000-cand-20260708-1899"	"PASS"	"最好"	""	""
"th5000-cand-20260708-1902"	"PASS"	"爬"	""	""
"th5000-cand-20260708-1906"	"PASS"	"細胞"	""	""
"th5000-cand-20260708-1911"	"PASS"	"預言"	""	""
"th5000-cand-20260708-1914"	"PASS"	"安排"	""	""
"th5000-cand-20260708-1918"	"PASS"	"多樣性"	""	""
"th5000-cand-20260708-1925"	"PASS"	"區"	""	""
"th5000-cand-20260708-1928"	"PASS"	"顯露"	""	""
"th5000-cand-20260708-1931"	"PASS"	"屁"	""	""
"th5000-cand-20260708-1934"	"PASS"	"軍人"	""	""
"th5000-cand-20260708-1937"	"PASS"	"信任"	""	""
"th5000-cand-20260708-1940"	"PASS"	"記錄"	""	""
"th5000-cand-20260708-1943"	"PASS"	"睡蓮"	""	""
"th5000-cand-20260708-1946"	"PASS"	"空間"	""	""
"th5000-cand-20260708-1951"	"PASS"	"事件"	""	""
"th5000-cand-20260708-1954"	"PASS"	"當…時"	""	""
"th5000-cand-20260708-1957"	"PASS"	"推進"	""	""
"th5000-cand-20260708-1961"	"PASS"	"蘆葦草"	""	""
"th5000-cand-20260708-1964"	"PASS"	"等級"	""	""
"th5000-cand-20260708-1967"	"PASS"	"長期"	""	""
"th5000-cand-20260708-1970"	"PASS"	"一種大型樹木"	""	""
"th5000-cand-20260708-1974"	"PASS"	"指揮"	""	""
"th5000-cand-20260708-1978"	"PASS"	"身體"	""	""
"th5000-cand-20260708-1981"	"PASS"	"壓倒"	""	""
"th5000-cand-20260708-1984"	"PASS"	"結婚"	""	""
"th5000-cand-20260708-1987"	"PASS"	"值得尊敬"	""	""
"th5000-cand-20260708-1990"	"PASS"	"黃蜂"	""	""
"th5000-cand-20260708-1993"	"PASS"	"組織"	""	""
"th5000-cand-20260708-1996"	"PASS"	"插入"	""	""
"th5000-cand-20260708-2000"	"PASS"	"玻璃杯"	""	""
"th5000-cand-20260708-2003"	"PASS"	"候任"	""	""
"th5000-cand-20260708-2006"	"PASS"	"受到鼓勵"	""	""
"th5000-cand-20260708-2010"	"PASS"	"資格"	""	""
"th5000-cand-20260708-2013"	"PASS"	"鎖"	""	""
"th5000-cand-20260708-2016"	"PASS"	"歐洲"	""	""
"th5000-cand-20260708-2019"	"PASS"	"直到"	""	""
"th5000-cand-20260708-2022"	"PASS"	"奇怪"	""	""
"th5000-cand-20260708-2025"	"PASS"	"傾斜"	""	""
"th5000-cand-20260708-2028"	"PASS"	"涉訟"	""	""
"th5000-cand-20260708-2031"	"PASS"	"保留"	""	""
"th5000-cand-20260708-2035"	"PASS"	"中等教育"	""	""
"th5000-cand-20260708-2039"	"PASS"	"種子"	""	""
"th5000-cand-20260708-2042"	"PASS"	"尺寸"	""	""
"th5000-cand-20260708-2046"	"PASS"	"治理"	""	""
"th5000-cand-20260708-2049"	"PASS"	"心"	""	""
"th5000-cand-20260708-2052"	"PASS"	"精確地"	""	""
"th5000-cand-20260708-2055"	"PASS"	"拉緊"	""	""
"th5000-cand-20260708-2058"	"PASS"	"悶"	""	""
"th5000-cand-20260708-2062"	"PASS"	"脫離"	""	""
"th5000-cand-20260708-2065"	"PASS"	"告誡"	""	""
"th5000-cand-20260708-2068"	"PASS"	"預防"	""	""
"th5000-cand-20260708-2073"	"PASS"	"鑽入"	""	""
"th5000-cand-20260708-2076"	"PASS"	"票"	""	""
"th5000-cand-20260708-2079"	"PASS"	"詢問"	""	""
"th5000-cand-20260708-2083"	"PASS"	"抽菸"	""	""
"th5000-cand-20260708-2087"	"PASS"	"合作"	""	""
"th5000-cand-20260708-2090"	"PASS"	"堵塞（交通）"	""	""
"th5000-cand-20260708-2093"	"PASS"	"非常"	""	""
"th5000-cand-20260708-2096"	"PASS"	"女人"	""	""
"th5000-cand-20260708-2099"	"PASS"	"小型"	""	""
"th5000-cand-20260708-2102"	"PASS"	"勞動"	""	""
"th5000-cand-20260708-2107"	"PASS"	"目標"	""	""
"th5000-cand-20260708-2110"	"PASS"	"扶養"	""	""
"th5000-cand-20260708-2115"	"PASS"	"彎曲"	""	""
"th5000-cand-20260708-2118"	"PASS"	"暖武里府"	""	""
"th5000-cand-20260708-2121"	"PASS"	"折扣"	""	""
"th5000-cand-20260708-2125"	"PASS"	"商人"	""	""
"th5000-cand-20260708-2129"	"PASS"	"潮濕"	""	""
"th5000-cand-20260708-2133"	"PASS"	"出名"	""	""
"th5000-cand-20260708-2136"	"PASS"	"生的"	""	""
"th5000-cand-20260708-2140"	"PASS"	"因為"	""	""
"th5000-cand-20260708-2144"	"PASS"	"行為"	""	""
"th5000-cand-20260708-2147"	"PASS"	"快速地"	""	""
"th5000-cand-20260708-2150"	"PASS"	"申請工作"	""	""
"th5000-cand-20260708-2153"	"PASS"	"反映"	""	""
"th5000-cand-20260708-2157"	"PASS"	"古物"	""	""
"th5000-cand-20260708-2161"	"PASS"	"標記"	""	""
"th5000-cand-20260708-2164"	"PASS"	"按摩"	""	""
"th5000-cand-20260708-2168"	"PASS"	"請求"	""	""
"th5000-cand-20260708-2173"	"PASS"	"帶來"	""	""
"th5000-cand-20260708-2176"	"PASS"	"角落"	""	""
"th5000-cand-20260708-2179"	"PASS"	"號碼"	""	""
"th5000-cand-20260708-2182"	"PASS"	"抬起"	""	""
"th5000-cand-20260708-2185"	"PASS"	"失控地"	""	""
"th5000-cand-20260708-2188"	"PASS"	"背誦"	""	""
"th5000-cand-20260708-2193"	"PASS"	"用於句尾加強語氣的助詞"	""	""
"th5000-cand-20260708-2196"	"PASS"	"連接埠"	""	""
"th5000-cand-20260708-2199"	"PASS"	"排除"	""	""
"th5000-cand-20260708-2204"	"PASS"	"解雇"	""	""
"th5000-cand-20260708-2207"	"PASS"	"原因"	""	""
"th5000-cand-20260708-2211"	"PASS"	"剛剛"	""	""
"th5000-cand-20260708-2214"	"PASS"	"限制"	""	""
"th5000-cand-20260708-2217"	"PASS"	"農場"	""	""
"th5000-cand-20260708-2220"	"PASS"	"資本"	""	""
"th5000-cand-20260708-2223"	"PASS"	"編纂"	""	""
"th5000-cand-20260708-2226"	"PASS"	"戰爭"	""	""
"th5000-cand-20260708-2231"	"PASS"	"灰塵"	""	""
"th5000-cand-20260708-2235"	"PASS"	"就緒狀態"	""	""
"th5000-cand-20260708-2238"	"PASS"	"想法"	""	""
"th5000-cand-20260708-2241"	"PASS"	"歷史"	""	""
"th5000-cand-20260708-2245"	"PASS"	"成功"	""	""
"th5000-cand-20260708-2248"	"PASS"	"孢子"	""	""
"th5000-cand-20260708-2251"	"PASS"	"斜著"	""	""
"th5000-cand-20260708-2254"	"PASS"	"解決"	""	""
"th5000-cand-20260708-2257"	"PASS"	"機場"	""	""
"th5000-cand-20260708-2260"	"PASS"	"天堂"	""	""
"th5000-cand-20260708-2263"	"PASS"	"與"	""	""
"th5000-cand-20260708-2266"	"PASS"	"嚴重"	""	""
"th5000-cand-20260708-2269"	"PASS"	"天秤座"	""	""
"th5000-cand-20260708-2272"	"PASS"	"長者"	""	""
"th5000-cand-20260708-2275"	"PASS"	"不僅"	""	""
"th5000-cand-20260708-2279"	"PASS"	"舷緣"	""	""
"th5000-cand-20260708-2282"	"PASS"	"套裝"	""	""
"th5000-cand-20260708-2285"	"PASS"	"購買"	""	""
"th5000-cand-20260708-2289"	"PASS"	"歪斜地"	""	""
"th5000-cand-20260708-2292"	"PASS"	"顯示"	""	""
"th5000-cand-20260708-2295"	"PASS"	"自然而然地"	""	""
"th5000-cand-20260708-2298"	"PASS"	"吸管"	""	""
"th5000-cand-20260708-2301"	"PASS"	"信任"	""	""
"th5000-cand-20260708-2305"	"PASS"	"佛"	""	""
"th5000-cand-20260708-2308"	"PASS"	"走狗"	""	""
"th5000-cand-20260708-2311"	"PASS"	"蠟燭"	""	""
"th5000-cand-20260708-2315"	"PASS"	"路徑"	""	""
"th5000-cand-20260708-2318"	"PASS"	"軟體"	""	""
"th5000-cand-20260708-2321"	"PASS"	"小鶴鱵"	""	""
"th5000-cand-20260708-2324"	"PASS"	"烘烤"	""	""
"th5000-cand-20260708-2327"	"PASS"	"季節"	""	""
"th5000-cand-20260708-2330"	"PASS"	"直播"	""	""
"th5000-cand-20260708-2333"	"PASS"	"膿腫"	""	""
"th5000-cand-20260708-2336"	"PASS"	"吉時"	""	""
"th5000-cand-20260708-2339"	"PASS"	"農業"	""	""
"th5000-cand-20260708-2342"	"PASS"	"金"	""	""
"th5000-cand-20260708-2345"	"PASS"	"連同"	""	""
"th5000-cand-20260708-2348"	"PASS"	"殺"	""	""
"th5000-cand-20260708-2351"	"PASS"	"捲入"	""	""
"th5000-cand-20260708-2354"	"PASS"	"建議"	""	""
"th5000-cand-20260708-2357"	"PASS"	"西"	""	""
"th5000-cand-20260708-2361"	"PASS"	"賠錢"	""	""
"th5000-cand-20260708-2365"	"PASS"	"孩子"	""	""
"th5000-cand-20260708-2369"	"PASS"	"有可能"	""	""
"th5000-cand-20260708-2373"	"PASS"	"替換"	""	""
"th5000-cand-20260708-2376"	"PASS"	"代替"	""	""
"th5000-cand-20260708-2380"	"PASS"	"脫下"	""	""
"th5000-cand-20260708-2384"	"PASS"	"美麗"	""	""
"th5000-cand-20260708-2387"	"PASS"	"熟練"	""	""
"th5000-cand-20260708-2390"	"PASS"	"地點"	""	""
"th5000-cand-20260708-2395"	"PASS"	"完全"	""	""
"th5000-cand-20260708-2399"	"PASS"	"例如"	""	""
"th5000-cand-20260708-2402"	"PASS"	"興趣"	""	""
"th5000-cand-20260708-2407"	"PASS"	"課程"	""	""
"th5000-cand-20260708-2410"	"PASS"	"儘管如此"	""	""
"th5000-cand-20260708-2413"	"PASS"	"爬行"	""	""
"th5000-cand-20260708-2416"	"PASS"	"俱樂部"	""	""
"th5000-cand-20260708-2419"	"PASS"	"武里南府"	""	""
"th5000-cand-20260708-2423"	"PASS"	"參與"	""	""
"th5000-cand-20260708-2428"	"PASS"	"伸展"	""	""
"th5000-cand-20260708-2431"	"PASS"	"田野"	""	""
"th5000-cand-20260708-2434"	"PASS"	"現金"	""	""
"th5000-cand-20260708-2437"	"PASS"	"慶祝"	""	""
"th5000-cand-20260708-2440"	"PASS"	"清楚"	""	""
"th5000-cand-20260708-2444"	"PASS"	"顏色"	""	""
"th5000-cand-20260708-2447"	"PASS"	"搭乘"	""	""
"th5000-cand-20260708-2450"	"PASS"	"插入"	""	""
"th5000-cand-20260708-2453"	"PASS"	"公平"	""	""
"th5000-cand-20260708-2456"	"PASS"	"俱樂部"	""	""
"th5000-cand-20260708-2459"	"PASS"	"投資者"	""	""
"th5000-cand-20260708-2463"	"PASS"	"緊緊地"	""	""
"th5000-cand-20260708-2466"	"PASS"	"資產"	""	""
"th5000-cand-20260708-2469"	"PASS"	"非常"	""	""
"th5000-cand-20260708-2472"	"PASS"	"協助"	""	""
"th5000-cand-20260708-2475"	"PASS"	"三女兒"	""	""
"th5000-cand-20260708-2479"	"PASS"	"規定"	""	""
"th5000-cand-20260708-2482"	"PASS"	"魅力"	""	""
"th5000-cand-20260708-2485"	"PASS"	"頭"	""	""
"th5000-cand-20260708-2489"	"PASS"	"美貌"	""	""
"th5000-cand-20260708-2492"	"PASS"	"清萊"	""	""
"th5000-cand-20260708-2497"	"PASS"	"母象"	""	""
"th5000-cand-20260708-2500"	"PASS"	"銼"	""	""
"th5000-cand-20260708-2503"	"PASS"	"悶燒"	""	""
"th5000-cand-20260708-2506"	"PASS"	"註冊"	""	""
"th5000-cand-20260708-2509"	"PASS"	"戒指"	""	""
"th5000-cand-20260708-2512"	"PASS"	"強"	""	""
"th5000-cand-20260708-2515"	"PASS"	"財政年度"	""	""
"th5000-cand-20260708-2518"	"PASS"	"公共衛生"	""	""
"th5000-cand-20260708-2522"	"PASS"	"脂肪"	""	""
"th5000-cand-20260708-2525"	"PASS"	"醫師"	""	""
"th5000-cand-20260708-2529"	"PASS"	"呆滯"	""	""
"th5000-cand-20260708-2533"	"PASS"	"未完成"	""	""
"th5000-cand-20260708-2536"	"PASS"	"診所"	""	""
"th5000-cand-20260708-2539"	"PASS"	"抽獎"	""	""
"th5000-cand-20260708-2543"	"PASS"	"巴吞他尼"	""	""
"th5000-cand-20260708-2546"	"PASS"	"權力"	""	""
"th5000-cand-20260708-2550"	"PASS"	"適合"	""	""
"th5000-cand-20260708-2554"	"PASS"	"供水"	""	""
"th5000-cand-20260708-2559"	"PASS"	"生活"	""	""
"th5000-cand-20260708-2562"	"PASS"	"皺巴巴"	""	""
"th5000-cand-20260708-2566"	"PASS"	"對抗"	""	""
"th5000-cand-20260708-2569"	"PASS"	"陛下"	""	""
"th5000-cand-20260708-2573"	"PASS"	"務農"	""	""
"th5000-cand-20260708-2576"	"PASS"	"彈跳"	""	""
"th5000-cand-20260708-2581"	"PASS"	"槍"	""	""
"th5000-cand-20260708-2584"	"PASS"	"整個"	""	""
"th5000-cand-20260708-2587"	"PASS"	"訪問"	""	""
"th5000-cand-20260708-2590"	"PASS"	"投票"	""	""
"th5000-cand-20260708-2594"	"PASS"	"法國"	""	""
"th5000-cand-20260708-2597"	"PASS"	"訊息"	""	""
"th5000-cand-20260708-2600"	"PASS"	"辮子"	""	""
"th5000-cand-20260708-2603"	"PASS"	"承包"	""	""
"th5000-cand-20260708-2606"	"PASS"	"幾乎"	""	""
"th5000-cand-20260708-2609"	"PASS"	"是一個原則"	""	""
"th5000-cand-20260708-2612"	"PASS"	"傳統"	""	""
"th5000-cand-20260708-2615"	"PASS"	"有天賦的"	""	""
"th5000-cand-20260708-2619"	"PASS"	"事故"	""	""
"th5000-cand-20260708-2623"	"PASS"	"等於"	""	""
"th5000-cand-20260708-2626"	"PASS"	"僱用"	""	""
"th5000-cand-20260708-2629"	"PASS"	"符合"	""	""
"th5000-cand-20260708-2632"	"PASS"	"想要"	""	""
"th5000-cand-20260708-2635"	"PASS"	"印度"	""	""
"th5000-cand-20260708-2638"	"PASS"	"計算"	""	""
"th5000-cand-20260708-2641"	"PASS"	"包裹"	""	""
"th5000-cand-20260708-2644"	"PASS"	"小於"	""	""
"th5000-cand-20260708-2648"	"PASS"	"深入研究"	""	""
"th5000-cand-20260708-2651"	"PASS"	"責任"	""	""
"th5000-cand-20260708-2654"	"PASS"	"摧毀"	""	""
"th5000-cand-20260708-2657"	"PASS"	"備件"	""	""
"th5000-cand-20260708-2660"	"PASS"	"視力"	""	""
"th5000-cand-20260708-2663"	"PASS"	"火"	""	""
"th5000-cand-20260708-2667"	"PASS"	"打鼾"	""	""
"th5000-cand-20260708-2670"	"PASS"	"生氣"	""	""
"th5000-cand-20260708-2673"	"PASS"	"不"	""	""
"th5000-cand-20260708-2676"	"PASS"	"包括"	""	""
"th5000-cand-20260708-2679"	"PASS"	"性別"	""	""
"th5000-cand-20260708-2683"	"PASS"	"佛像姿態"	""	""
"th5000-cand-20260708-2686"	"PASS"	"據點"	""	""
"th5000-cand-20260708-2690"	"PASS"	"水彩"	""	""
"th5000-cand-20260708-2693"	"PASS"	"大量地"	""	""
"th5000-cand-20260708-2696"	"PASS"	"佛統府"	""	""
"th5000-cand-20260708-2701"	"PASS"	"原理"	""	""
"th5000-cand-20260708-2706"	"PASS"	"欺騙"	""	""
"th5000-cand-20260708-2709"	"PASS"	"脂肪"	""	""
"th5000-cand-20260708-2714"	"PASS"	"肛門黏液"	""	""
"th5000-cand-20260708-2717"	"PASS"	"符合"	""	""
"th5000-cand-20260708-2721"	"PASS"	"槳"	""	""
"th5000-cand-20260708-2724"	"PASS"	"射擊"	""	""
"th5000-cand-20260708-2727"	"PASS"	"腳"	""	""
"th5000-cand-20260708-2730"	"PASS"	"評估"	""	""
"th5000-cand-20260708-2733"	"PASS"	"種子"	""	""
"th5000-cand-20260708-2736"	"PASS"	"除了"	""	""
"th5000-cand-20260708-2739"	"PASS"	"公象"	""	""
"th5000-cand-20260708-2743"	"PASS"	"推"	""	""
"th5000-cand-20260708-2746"	"PASS"	"托樑"	""	""
"th5000-cand-20260708-2749"	"PASS"	"準時"	""	""
"th5000-cand-20260708-2753"	"PASS"	"強調"	""	""
"th5000-cand-20260708-2756"	"PASS"	"混凝土"	""	""
"th5000-cand-20260708-2759"	"PASS"	"訓練"	""	""
"th5000-cand-20260708-2763"	"PASS"	"完美"	""	""
"th5000-cand-20260708-2766"	"PASS"	"悶燃"	""	""
"th5000-cand-20260708-2771"	"PASS"	"後"	""	""
"th5000-cand-20260708-2774"	"PASS"	"動手術"	""	""
"th5000-cand-20260708-2777"	"PASS"	"維生素"	""	""
"th5000-cand-20260708-2780"	"PASS"	"維持"	""	""
"th5000-cand-20260708-2783"	"PASS"	"思考"	""	""
"th5000-cand-20260708-2786"	"PASS"	"高度"	""	""
"th5000-cand-20260708-2789"	"PASS"	"睡蓮"	""	""
"th5000-cand-20260708-2793"	"PASS"	"呈液態"	""	""
"th5000-cand-20260708-2796"	"PASS"	"激勵"	""	""
"th5000-cand-20260708-2799"	"PASS"	"應用"	""	""
"th5000-cand-20260708-2802"	"PASS"	"緩解"	""	""
"th5000-cand-20260708-2805"	"PASS"	"愉悅"	""	""
"th5000-cand-20260708-2808"	"PASS"	"證明"	""	""
"th5000-cand-20260708-2811"	"PASS"	"器皿"	""	""
"th5000-cand-20260708-2815"	"PASS"	"碳"	""	""
"th5000-cand-20260708-2818"	"PASS"	"暹羅尼布爾木"	""	""
"th5000-cand-20260708-2821"	"PASS"	"飽"	""	""
"th5000-cand-20260708-2826"	"PASS"	"王朝"	""	""
"th5000-cand-20260708-2830"	"PASS"	"丈夫"	""	""
"th5000-cand-20260708-2833"	"PASS"	"平衡"	""	""
"th5000-cand-20260708-2836"	"PASS"	"政府官員"	""	""
"th5000-cand-20260708-2841"	"PASS"	"熟練地"	""	""
"th5000-cand-20260708-2844"	"PASS"	"調整（自己）"	""	""
"th5000-cand-20260708-2847"	"PASS"	"通透性"	""	""
"th5000-cand-20260708-2851"	"PASS"	"態度"	""	""
"th5000-cand-20260708-2854"	"PASS"	"酒精"	""	""
"th5000-cand-20260708-2857"	"PASS"	"北"	""	""
"th5000-cand-20260708-2860"	"PASS"	"狗"	""	""
"th5000-cand-20260708-2864"	"PASS"	"暫時"	""	""
"th5000-cand-20260708-2868"	"PASS"	"烏汶府"	""	""
"th5000-cand-20260708-2872"	"PASS"	"是重要的"	""	""
"th5000-cand-20260708-2876"	"PASS"	"胎記"	""	""
"th5000-cand-20260708-2879"	"PASS"	"喜悅"	""	""
"th5000-cand-20260708-2882"	"PASS"	"國際"	""	""
"th5000-cand-20260708-2885"	"PASS"	"目的地"	""	""
"th5000-cand-20260708-2889"	"PASS"	"執行"	""	""
"th5000-cand-20260708-2892"	"PASS"	"這樣的"	""	""
"th5000-cand-20260708-2895"	"PASS"	"生悶氣"	""	""
"th5000-cand-20260708-2899"	"PASS"	"牢房"	""	""
"th5000-cand-20260708-2903"	"PASS"	"關閉帳戶"	""	""
"th5000-cand-20260708-2907"	"PASS"	"龍仔厝府"	""	""
"th5000-cand-20260708-2910"	"PASS"	"哈！"	""	""
"th5000-cand-20260708-2913"	"PASS"	"緊密貼合"	""	""
"th5000-cand-20260708-2916"	"PASS"	"處理"	""	""
"th5000-cand-20260708-2919"	"PASS"	"路口"	""	""
"th5000-cand-20260708-2923"	"PASS"	"極大"	""	""
"th5000-cand-20260708-2926"	"PASS"	"商務部"	""	""
"th5000-cand-20260708-2929"	"PASS"	"發明"	""	""
"th5000-cand-20260708-2932"	"PASS"	"政府官員"	""	""
"th5000-cand-20260708-2935"	"PASS"	"依偎"	""	""
"th5000-cand-20260708-2938"	"PASS"	"足球員"	""	""
"th5000-cand-20260708-2941"	"PASS"	"中心"	""	""
"th5000-cand-20260708-2945"	"PASS"	"請求"	""	""
"th5000-cand-20260708-2948"	"PASS"	"濕潤"	""	""
"th5000-cand-20260708-2951"	"PASS"	"回覆"	""	""
"th5000-cand-20260708-2954"	"PASS"	"高爾夫"	""	""
"th5000-cand-20260708-2957"	"PASS"	"給出結果"	""	""
"th5000-cand-20260708-2960"	"PASS"	"乘數"	""	""
"th5000-cand-20260708-2963"	"PASS"	"數位"	""	""
"th5000-cand-20260708-2967"	"PASS"	"竹桶"	""	""
"th5000-cand-20260708-2971"	"PASS"	"給"	""	""
"th5000-cand-20260708-2974"	"PASS"	"帳篷"	""	""
"th5000-cand-20260708-2979"	"PASS"	"不好"	""	""
"th5000-cand-20260708-2982"	"PASS"	"金融"	""	""
"th5000-cand-20260708-2985"	"PASS"	"必須"	""	""
"th5000-cand-20260708-2988"	"PASS"	"開立帳戶"	""	""
"th5000-cand-20260708-2992"	"PASS"	"學校"	""	""
"th5000-cand-20260708-2995"	"PASS"	"米糠"	""	""
"th5000-cand-20260708-2999"	"PASS"	"獨棟住宅"	""	""
"th5000-cand-20260708-3002"	"PASS"	"懸垂"	""	""
"th5000-cand-20260708-3005"	"PASS"	"農場"	""	""
"th5000-cand-20260708-3009"	"PASS"	"忽略"	""	""
"th5000-cand-20260708-3012"	"PASS"	"信"	""	""
"th5000-cand-20260708-3017"	"PASS"	"死相"	""	""
"th5000-cand-20260708-3020"	"PASS"	"真人大小"	""	""
"th5000-cand-20260708-3023"	"PASS"	"露兜樹"	""	""
"th5000-cand-20260708-3027"	"PASS"	"刺激"	""	""
"th5000-cand-20260708-3030"	"PASS"	"訓練"	""	""
"th5000-cand-20260708-3033"	"PASS"	"出價"	""	""
"th5000-cand-20260708-3036"	"PASS"	"成為現實"	""	""
"th5000-cand-20260708-3039"	"PASS"	"墨水"	""	""
"th5000-cand-20260708-3042"	"PASS"	"採用"	""	""
"th5000-cand-20260708-3045"	"PASS"	"永久性"	""	""
"th5000-cand-20260708-3048"	"PASS"	"炸彈"	""	""
"th5000-cand-20260708-3052"	"PASS"	"傳統"	""	""
"th5000-cand-20260708-3056"	"PASS"	"隨你"	""	""
"th5000-cand-20260708-3059"	"PASS"	"超現代"	""	""
"th5000-cand-20260708-3063"	"PASS"	"知悉"	""	""
"th5000-cand-20260708-3066"	"PASS"	"適用於"	""	""
"th5000-cand-20260708-3069"	"PASS"	"工程"	""	""
"th5000-cand-20260708-3072"	"PASS"	"肌肉"	""	""
"th5000-cand-20260708-3075"	"PASS"	"性感"	""	""
"th5000-cand-20260708-3079"	"PASS"	"海岬"	""	""
"th5000-cand-20260708-3082"	"PASS"	"制服"	""	""
"th5000-cand-20260708-3085"	"PASS"	"有技巧"	""	""
"th5000-cand-20260708-3088"	"PASS"	"村民"	""	""
"th5000-cand-20260708-3091"	"PASS"	"西班牙"	""	""
"th5000-cand-20260708-3095"	"PASS"	"恭喜"	""	""
"th5000-cand-20260708-3098"	"PASS"	"山"	""	""
"th5000-cand-20260708-3102"	"PASS"	"量籃"	""	""
"th5000-cand-20260708-3106"	"PASS"	"尖竹汶府"	""	""
"th5000-cand-20260708-3109"	"PASS"	"沖泡"	""	""
"th5000-cand-20260708-3112"	"PASS"	"導致"	""	""
"th5000-cand-20260708-3118"	"PASS"	"特點"	""	""
"th5000-cand-20260708-3121"	"PASS"	"陳述"	""	""
"th5000-cand-20260708-3126"	"PASS"	"誠實"	""	""
"th5000-cand-20260708-3131"	"PASS"	"鏈"	""	""
"th5000-cand-20260708-3134"	"PASS"	"前進"	""	""
"th5000-cand-20260708-3138"	"PASS"	"信心"	""	""
"th5000-cand-20260708-3141"	"PASS"	"工作小組"	""	""
"th5000-cand-20260708-3144"	"PASS"	"發亮"	""	""
"th5000-cand-20260708-3147"	"PASS"	"敢"	""	""
"th5000-cand-20260708-3150"	"PASS"	"尋求"	""	""
"th5000-cand-20260708-3153"	"PASS"	"承諾"	""	""
"th5000-cand-20260708-3156"	"PASS"	"中學程度"	""	""
"th5000-cand-20260708-3159"	"PASS"	"蛋白質"	""	""
"th5000-cand-20260708-3164"	"PASS"	"掛"	""	""
"th5000-cand-20260708-3167"	"PASS"	"保持清醒"	""	""
"th5000-cand-20260708-3170"	"PASS"	"偷"	""	""
"th5000-cand-20260708-3173"	"PASS"	"反駁"	""	""
"th5000-cand-20260708-3176"	"PASS"	"全部"	""	""
"th5000-cand-20260708-3180"	"PASS"	"插入"	""	""
"th5000-cand-20260708-3183"	"PASS"	"被允許"	""	""
"th5000-cand-20260708-3186"	"PASS"	"家庭"	""	""
"th5000-cand-20260708-3189"	"PASS"	"呻吟"	""	""
"th5000-cand-20260708-3193"	"PASS"	"視為"	""	""
