source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-1061	อาคาร	n	3892	building	structure; house; edifice	1	n	建築物	authored_needs_review
th5000-cand-20260708-1065	ก็ได้	adv	29217	all right	OK; fine	1	adv	好吧	authored_needs_review
th5000-cand-20260708-1068	แพทย์	n	11957	doctor	physician; medico; medical practitioner; medic	1	n	醫生	authored_needs_review
th5000-cand-20260708-1072	ธาร	n	34828	stream	watercourse; brook; rivulet; flow	1	n	溪流；小河	authored_needs_review
th5000-cand-20260708-1076	คอมพิวเตอร์	n	11761	computer		1	n	電腦	authored_needs_review
th5000-cand-20260708-1079	ชื่น	v	28477	be joyful	be happy; be pleased; be delighted; be cheerful; be buoyant	2	adv;v	快樂	authored_needs_review
th5000-cand-20260708-1082	โฆษณา	v	12746	advertise	publicize; announce; broadcast	1	v	做廣告	authored_needs_review
th5000-cand-20260708-1085	ผสม	v	16848	mix	blend; mingle; compound; combine	1	v	混合	authored_needs_review
th5000-cand-20260708-1088	ความเป็นส่วนตัว	n	37864	privacy	isolation; seclusion; retirement	1	n	隱私	authored_needs_review
th5000-cand-20260708-1091	ระบุ	v	35597	identify	give the name; specify; mention; name	1	v	辨識；確認身分	authored_needs_review
th5000-cand-20260708-1096	ก็ตาม	adv	29375	no matter	whatever	1	adv	無論如何	authored_needs_review
th5000-cand-20260708-1100	ลาน	n	39414	field	pitch; lawn; court; play ground	5	n;v	場地；空地	authored_needs_review
th5000-cand-20260708-1103	ดำเนินการ	v	33813	manage	carry out; conduct; engage in; do; perform; proceed; carry on; execute	1	v	管理	authored_needs_review
th5000-cand-20260708-1107	ทัวร์	n	24808	tour	sight-seeing tour	1	n	旅遊行程；旅行團	authored_needs_review
th5000-cand-20260708-1110	สอบถาม	v	3182	ask	inquire; interrogate	2	v	問	authored_needs_review
th5000-cand-20260708-1114	แพร	n	5487	silk		1	n	絲綢	authored_needs_review
th5000-cand-20260708-1117	จำปี	n	33187	White Champaka		1	n	白蘭花	authored_needs_review
th5000-cand-20260708-1120	ทม	n	1437	Ministry of University Affairs		1	n	大學事務部	authored_needs_review
th5000-cand-20260708-1123	ลึก	v	7009	be deep		3	adj;adv;v	深	authored_needs_review
th5000-cand-20260708-1126	ทำเงิน	v	24539	make money	earn money	1	v	賺錢	authored_needs_review
th5000-cand-20260708-1130	กาล	n	30263	tense		2	n	時態	authored_needs_review
th5000-cand-20260708-1134	ลออ	v	17679	be fair	be beautiful; be pretty; be fine	2	adj;v	公平；公正	authored_needs_review
th5000-cand-20260708-1137	มัง	part	37293	perhaps	most likely; likely as not	2	end	也許	authored_needs_review
th5000-cand-20260708-1140	ฉบับ	n	23919	copy	issue; edition; version	2	clas;n	一份；版本	authored_needs_review
th5000-cand-20260708-1145	ล้อม	v	11987	besiege	surround; encircle; enclose	1	v	圍攻	authored_needs_review
th5000-cand-20260708-1148	บอร์ด	n	25520	board		1	n	板子；董事會	authored_needs_review
th5000-cand-20260708-1152	มีประสิทธิภาพ	v	4107	be efficient	be effective	3	adj;adv;v	有效率	authored_needs_review
th5000-cand-20260708-1155	การผลิต	n	3478	production	manufacturing	1	n	生產	authored_needs_review
th5000-cand-20260708-1158	ตัดสิน	v	21418	judge	pass judgement on; render a decision; determine; decide	1	v	判斷；裁決	authored_needs_review
th5000-cand-20260708-1161	ช่วยเหลือ	v	33495	help	aid; assist	1	v	幫助	authored_needs_review
th5000-cand-20260708-1164	ขาด	v	10448	torn	worn out; be ragged	3	v	撕裂	authored_needs_review
th5000-cand-20260708-1169	แวด	v	18403	watch out for	guard	1	v	留意	authored_needs_review
th5000-cand-20260708-1172	โจทย์	n	38068	problem (in mathematics)	question	1	n	數學題	authored_needs_review
th5000-cand-20260708-1175	ถอนเงิน	v	23271	withdraw money	draw deposits; draw money; make a withdrawal; cash a check	1	v	提款	authored_needs_review
th5000-cand-20260708-1178	ประวัติ	n	27673	history	record; annals; chronicle; biography; story	1	n	歷史	authored_needs_review
th5000-cand-20260708-1182	ดังนั้น	adv	33695	thereby	so; such; in this way; like that	2	adv;conj	從而	authored_needs_review
th5000-cand-20260708-1187	โฮ	adv	6813	loudly		2	adv;int	大聲地	authored_needs_review
th5000-cand-20260708-1191	ทำกำไร	v	1142	make a profit		1	v	賺取利潤	authored_needs_review
th5000-cand-20260708-1194	แพร่	n	15137	Phrae		1	n	平滑；光滑	authored_needs_review
th5000-cand-20260708-1197	เรียบ	v	5934	be smooth	be even; be plain; be level	3	adj;adv;v	順利	authored_needs_review
th5000-cand-20260708-1200	อ้า	v	12027	spread out	stretch out	1	v	展開	authored_needs_review
th5000-cand-20260708-1203	เป็นตัว	v	16247	be formed	be shaped; be made; be built; be created	1	v	形成	authored_needs_review
th5000-cand-20260708-1206	ระยะเวลา	n	4919	period of time	session	1	n	一段時間	authored_needs_review
th5000-cand-20260708-1209	ต่างประเทศ	n	21606	foreign (/strange) land	foreign country	1	n	外國；異域	authored_needs_review
th5000-cand-20260708-1212	ทอด	n	24352	period		3	n;v	期間	authored_needs_review
th5000-cand-20260708-1215	กล้อ	v	15917	make circular	make round	2	adj;v	使成圓形	authored_needs_review
th5000-cand-20260708-1218	จง	v	13012	must	have to; should	1	aux	必須	authored_needs_review
th5000-cand-20260708-1223	รับประกัน	v	26627	assure	guarantee	2	v	保證	authored_needs_review
th5000-cand-20260708-1227	ไง	adv	13011	how		1	adv	如何	authored_needs_review
th5000-cand-20260708-1231	เงินได้	n	12917	income	revenue	1	n	收入	authored_needs_review
th5000-cand-20260708-1234	สะอาด	v	3209	be clean	be unsoiled; be unstained	4	adj;v	乾淨	authored_needs_review
th5000-cand-20260708-1237	ย้าย	v	9347	move	change; shift; switch; transfer	2	v	移動	authored_needs_review
th5000-cand-20260708-1241	ง่ายๆ	v	12867	be simple	be easy; be uncomplicated	1	v	簡單	authored_needs_review
th5000-cand-20260708-1244	ชำระเงิน	v	3618	pay for		1	v	支付	authored_needs_review
th5000-cand-20260708-1247	หอม	n	6618	shallot	Allium ascalonicum	3	adj;n;v	紅蔥頭	authored_needs_review
th5000-cand-20260708-1250	ซ่อม	v	28720	repair	mend; restore; renovate; fix	1	v	修理	authored_needs_review
th5000-cand-20260708-1254	เป๋	adj	15716	slanted	twisted; distorted; askew; awry; inclined	1	adj	傾斜的	authored_needs_review
th5000-cand-20260708-1257	ชุมชน	n	28527	community	crowd; mass; throng	1	n	社區	authored_needs_review
th5000-cand-20260708-1261	ฝากเงิน	v	3744	deposit money		1	v	存錢	authored_needs_review
th5000-cand-20260708-1266	ต้อน	n	40239	a kind of fishtrap		3	n;v	一種捕魚籠	authored_needs_review
th5000-cand-20260708-1270	ไร้	v	5983	lack	be devoid of; be without	1	v	缺乏	authored_needs_review
th5000-cand-20260708-1273	พุทธ	n	14950	Buddha		1	n	佛	authored_needs_review
th5000-cand-20260708-1276	น่าเชื่อ	v	25032	be believable	be reliable; be dependable; be credible	1	v	可信	authored_needs_review
th5000-cand-20260708-1282	มวย	n	5529	boxing	fisticuffs	2	n	拳擊	authored_needs_review
th5000-cand-20260708-1285	ทั่วโลก	n	24806	worldwide	all over the world	2	adj;n	全世界	authored_needs_review
th5000-cand-20260708-1289	เป็นไป	v	16213	happen	occur; take place	2	v	發生	authored_needs_review
th5000-cand-20260708-1292	รวง	n	5775	ear of paddy	ear of grain	2	n	稻穗	authored_needs_review
th5000-cand-20260708-1295	อ่อน	v	37018	be young	be tender	3	adj;v	年幼；年輕	authored_needs_review
th5000-cand-20260708-1299	ถือเป็น	v	23453	regard		1	v	視為；認為是	authored_needs_review
th5000-cand-20260708-1303	เสา	n	35862	pillar	post; pole; column; shaft	1	n	支柱	authored_needs_review
th5000-cand-20260708-1306	สัญลักษณ์	n	3241	symbol		2	n	符號	authored_needs_review
th5000-cand-20260708-1309	เป็นเรื่อง	v	1216	get into trouble	make a mess of things	1	v	遇到麻煩	authored_needs_review
th5000-cand-20260708-1313	ว้าง	v	18165	be spacious	be empty; be vast; be immense	1	v	寬敞	authored_needs_review
th5000-cand-20260708-1317	อนาคต	n	7969	future		1	n	未來	authored_needs_review
th5000-cand-20260708-1320	ริน	n	26477	inferior gold		3	adv;n;v	劣質黃金	authored_needs_review
th5000-cand-20260708-1323	ประเมิน	v	27651	estimate	assess; evaluate; appraise; approximate	1	v	估計	authored_needs_review
th5000-cand-20260708-1326	แบตเตอรี่	n	3659	battery		1	n	電池	authored_needs_review
th5000-cand-20260708-1330	กลยุทธ์	n	30149	strategy	stratagem; maneuver; tactics	1	n	策略	authored_needs_review
th5000-cand-20260708-1333	เชียงใหม่	n	28646	Chiang Mai		1	n	清邁	authored_needs_review
th5000-cand-20260708-1336	ลอย	v	6987	soar	float; drift; move gently; bob; glide; sail	3	v	翱翔	authored_needs_review
th5000-cand-20260708-1341	ดังกล่าว	det	33688	aforementioned	as above; as stated; as mentioned above; aforesaid	1	det	前述	authored_needs_review
th5000-cand-20260708-1344	กังวล	v	31563	worry	feel anxious about; concern about	1	v	擔心	authored_needs_review
th5000-cand-20260708-1347	การทด	n	30225	carrying forward	addition; transfer	1	n	進位	authored_needs_review
th5000-cand-20260708-1350	ลวด	n	6001	wire		1	n	金屬線；電線	authored_needs_review
th5000-cand-20260708-1353	โดยตรง	adv	21169	directly		1	adv	直接	authored_needs_review
th5000-cand-20260708-1358	ส่งผล	v	3021	affect	influence	2	v	影響	authored_needs_review
th5000-cand-20260708-1361	รวบ	v	40482	gather together	collect (together); muster	1	v	聚集在一起	authored_needs_review
th5000-cand-20260708-1365	ร่อย	v	26164	get less gradually	be almost used up or worn out;  be gradually used up;  be gradually consumed	1	v	逐漸減少	authored_needs_review
th5000-cand-20260708-1368	ต่างกัน	v	22174	differ	be different; be dissimilar; be diverse; vary	6	adj;adv;v	不同	authored_needs_review
th5000-cand-20260708-1374	ดอย	n	33670	mountain	hill	1	n	山	authored_needs_review
th5000-cand-20260708-1377	พากย์	v	14611	narrate	recite	2	v	敘述	authored_needs_review
th5000-cand-20260708-1381	ป้าย	n	13346	bus stop		4	n;v	公車站	authored_needs_review
th5000-cand-20260708-1384	ทางเลือก	n	24940	choice	alternatives; option	1	n	選擇	authored_needs_review
th5000-cand-20260708-1388	ดาย	v	33748	weed	mow	4	adv;v	除草；割草	authored_needs_review
th5000-cand-20260708-1391	ให้ท่า	v	38979	encourage	flirt; make eyes at; make sheep's eyes at; chat someone up	1	v	鼓勵	authored_needs_review
th5000-cand-20260708-1395	เจริญ	v	23667	recite a prayer	chant; pray	2	v	誦念禱文	authored_needs_review
th5000-cand-20260708-1398	เกาหลี	n	9875	Korea		2	n	韓國	authored_needs_review
th5000-cand-20260708-1402	ซ้อน	v	28751	overlap	pile up; superimpose	2	v	重疊	authored_needs_review
th5000-cand-20260708-1405	ชวน	v	33483	persuade	induce	1	v	說服	authored_needs_review
th5000-cand-20260708-1408	กระทบ	v	29787	hit	collide with; strike against; bump against; smash against	2	v	擊中	authored_needs_review
th5000-cand-20260708-1414	ความเข้าใจ	n	32667	understanding	comprehension	1	n	理解	authored_needs_review
th5000-cand-20260708-1418	ตาล	n	21528	Toddy palm	Borassus flabellifer Linn.; palmyra palm; fan-palm; sugar palm	1	n	糖棕	authored_needs_review
th5000-cand-20260708-1423	รับจ้าง	v	5831	work as employee	work for wages/money; work for hire; make a living; hire oneself out	1	v	受僱工作	authored_needs_review
th5000-cand-20260708-1426	ซ่า	v	28789	show off	run wild; take liberties	3	adv;v	炫耀	authored_needs_review
th5000-cand-20260708-1429	วิศวกร	n	38874	engineer	mechanic	1	n	工程師	authored_needs_review
th5000-cand-20260708-1433	ซม	adv	28683	lethargically	drowsily; sleepily; lazily	1	adv	無精打采地	authored_needs_review
th5000-cand-20260708-1436	รวบรวม	v	11807	compile	gather; collect; accumulate; put together; amass	1	v	彙整；編纂	authored_needs_review
th5000-cand-20260708-1439	รัฐบาล	n	5828	government		1	n	政府	authored_needs_review
th5000-cand-20260708-1444	เป็นสมาชิก	v	2517	be a member of	sit on	1	v	是……的成員	authored_needs_review
th5000-cand-20260708-1447	หนอง	n	7623	swamp	bog; mire; fen; reservoir	2	n	沼澤	authored_needs_review
th5000-cand-20260708-1451	ย้อน	v	9189	retort	reply; answer; respond; counter; return	2	v	反駁	authored_needs_review
th5000-cand-20260708-1456	ปั่น	v	13452	spin		1	v	旋轉	authored_needs_review
th5000-cand-20260708-1459	เชี่ยวชาญ	v	28653	be skilled	be proficient; be expert at/in; be experienced	1	v	熟練	authored_needs_review
th5000-cand-20260708-1463	ฟู	v	15405	rise	swell; bulge	1	v	上升	authored_needs_review
th5000-cand-20260708-1468	แยก	v	11804	divide	separate; part; split; bisect	1	v	劃分	authored_needs_review
th5000-cand-20260708-1471	กระทรวง	n	29791	ministry		1	n	部會	authored_needs_review
th5000-cand-20260708-1474	สถาบัน	n	3049	institution		2	n	機構	authored_needs_review
th5000-cand-20260708-1477	ผู้ให้	n	13714	giver	donor; supplier; sponsor; contributor	1	n	給予者	authored_needs_review
th5000-cand-20260708-1483	ช่วงเวลา	n	8725	time	period; duration; span	1	n	時間	authored_needs_review
th5000-cand-20260708-1486	เจาะ	v	23799	pierce	puncture; drill; punch; bore; perforate; dig	1	v	鑽孔；穿刺	authored_needs_review
th5000-cand-20260708-1489	รับเงิน	v	38040	receive money	get money; accept money	2	v	收錢	authored_needs_review
th5000-cand-20260708-1494	กรอง	v	29552	braid	plait; interlace; weave	3	v	編織；編辮	authored_needs_review
th5000-cand-20260708-1497	วาย	n	6145	wind	air	3	avd;n;v	風	authored_needs_review
th5000-cand-20260708-1501	ลื่น	v	39434	swerve	slip; slide; be slippery	1	v	急轉彎	authored_needs_review
th5000-cand-20260708-1506	จิก	v	33206	peck	seize; pick	2	v	啄	authored_needs_review
th5000-cand-20260708-1509	เหตุผล	n	7849	reason		1	n	原因	authored_needs_review
th5000-cand-20260708-1512	หรี่	v	20978	narrow	shrink; contract	1	v	使變窄；縮小	authored_needs_review
th5000-cand-20260708-1516	วัฒนธรรม	n	7062	culture	civilization; way of life	1	n	文化	authored_needs_review
th5000-cand-20260708-1519	เรื่องราว	n	6893	story	tale; account; narrative; yarn	1	n	故事	authored_needs_review
th5000-cand-20260708-1523	รัต	n	26605	night	night-time; evening	4	adj;n	晚上	authored_needs_review
th5000-cand-20260708-1528	ยั่งยืน	v	9385	last	endure; continue; keep on	1	v	持續；長久	authored_needs_review
th5000-cand-20260708-1534	กรด	n	29429	acid		1	n	酸	authored_needs_review
th5000-cand-20260708-1538	ประธาน	n	27542	president	chairman; chief; leader	3	adj;n	總統	authored_needs_review
th5000-cand-20260708-1541	กรุณา	v	30120	kind	merciful; have mercy on; favor	2	adv;v	友善待人	authored_needs_review
th5000-cand-20260708-1544	มีผล	v	5592	affect	influence; impact; have an effect/impact on	1	v	影響	authored_needs_review
th5000-cand-20260708-1547	อิง	v	8291	be based on	adhere to; cling to	3	v	基於	authored_needs_review
th5000-cand-20260708-1550	อุบ	v	19017	conceal	keep secret	2	v	隱藏	authored_needs_review
th5000-cand-20260708-1553	เต็มที	adv	22881	awfully	extremely; very	1	adv	非常；極其	authored_needs_review
th5000-cand-20260708-1557	สูบ	v	3395	suck	draw into; pump	3	v	吸	authored_needs_review
th5000-cand-20260708-1561	ตามที	adv	21486	as it may be	as; as is wished; let it be	1	adv	任其如此	authored_needs_review
th5000-cand-20260708-1565	พาน	n	14635	tray with pedestal		2	adv;n	高腳托盤	authored_needs_review
th5000-cand-20260708-1568	ประชาสัมพันธ์	n	27177	public relations		2	n;v	公關	authored_needs_review
th5000-cand-20260708-1572	ปัญญา	n	13128	intellect	wisdom; talent; wit; knowledge	1	n	智力	authored_needs_review
th5000-cand-20260708-1575	งวด	n	12773	time	occasion; instance; chance; opportunity	2	n;v	時間	authored_needs_review
th5000-cand-20260708-1578	สู้	v	35831	battle against	fight; combat; wage a struggle against	3	v	對抗	authored_needs_review
th5000-cand-20260708-1582	บำรุง	v	25567	maintain	keep up	2	v	維持	authored_needs_review
th5000-cand-20260708-1585	ตามที่	conj	21740	as		1	conj	如同；按照	authored_needs_review
th5000-cand-20260708-1593	ล้ำ	v	7043	infringe	break; violate; transgress; contravene	2	adv;v	侵害	authored_needs_review
th5000-cand-20260708-1598	สาก	n	7496	pestle		3	adj;n;v	杵	authored_needs_review
th5000-cand-20260708-1601	เครือข่าย	n	12466	network	system	1	n	網路	authored_needs_review
th5000-cand-20260708-1604	พอใจ	v	14433	satisfy	be pleased; be content	1	v	使滿意	authored_needs_review
th5000-cand-20260708-1608	ดังนี้	adv	33696	as follows		1	adv	如下	authored_needs_review
th5000-cand-20260708-1613	กันยา	n	31616	young girl	maiden	1	n	年輕女孩	authored_needs_review
th5000-cand-20260708-1616	ผู้ใช้งาน	n	3685	user		1	n	使用者	authored_needs_review
th5000-cand-20260708-1619	คัน	n	11648	stick	bow; rod; wand; long handle	4	n;v	棍子	authored_needs_review
th5000-cand-20260708-1623	เตือน	v	22971	remind		3	v	提醒	authored_needs_review
th5000-cand-20260708-1626	สงสัย	v	3027	doubt	suspect; to be suspicious	3	v	懷疑	authored_needs_review
th5000-cand-20260708-1629	ค่อย	v	11626	gradually	little; hardly; rarely	4	adv;aux;conj	漸漸地	authored_needs_review
th5000-cand-20260708-1632	ตัวแทน	n	21349	agent	proxy; representative; deputy; substitute	2	n	代理人	authored_needs_review
th5000-cand-20260708-1635	เฉลี่ย	v	27724	share	divide; assign; distribute	3	adj;v	分配；平分	authored_needs_review
th5000-cand-20260708-1638	เร่	v	5921	go straight in		2	v	直接進去	authored_needs_review
th5000-cand-20260708-1642	มุ้ง	n	15893	mosquito net	net; mosquito bar; mosquito curtain	1	n	蚊帳	authored_needs_review
th5000-cand-20260708-1649	เซน	n	29081	Zen	a form of Buddhism which originated in China and was developed in Japan, stating that one must look inside oneself for understanding rather than depend on holy writings, and aiming for enlightenment	1	n	禪宗	authored_needs_review
th5000-cand-20260708-1652	ชู	v	28547	raise	lift; boost; elevate; hold up	2	v	舉起；抬高	authored_needs_review
th5000-cand-20260708-1655	ชลบุรี	n	33464	Chon Buri		1	n	春武里府	authored_needs_review
th5000-cand-20260708-1658	พฤศจิก	n	14270	scorpion	Scorpio	1	n	蠍子	authored_needs_review
th5000-cand-20260708-1661	ลัด	v	6953	cut across	take a short cut	1	v	橫切	authored_needs_review
th5000-cand-20260708-1664	ปฏิบัติการ	v	27212	take action	act; operate; perform	1	v	採取行動	authored_needs_review
th5000-cand-20260708-1668	ลาม	v	6057	spread	extend; expand; diffuse	2	v	傳播	authored_needs_review
th5000-cand-20260708-1672	จังหวะ	n	33053	chance	opportunity	2	n	機會	authored_needs_review
th5000-cand-20260708-1675	ประกอบการ	v	295	engage in business	invest; run; manage	1	v	從事商業活動	authored_needs_review
th5000-cand-20260708-1679	ก่น	v	29382	be absorbed in	be deep in; be engrossed in	3	v	專注於	authored_needs_review
th5000-cand-20260708-1683	ขอรับ	part	10393	yes	sir; right	1	end	是的	authored_needs_review
th5000-cand-20260708-1688	โดดเด่น	adj	40219	outstanding	remarkable; distinguished; splendid; notable; marked; prominent; striking	1	adj	傑出的	authored_needs_review
th5000-cand-20260708-1691	ยอง	n	26968	a kind of deer	roe; deer; stag	4	adj;adv;n	一種鹿	authored_needs_review
th5000-cand-20260708-1694	สกุล	n	3011	family		4	n	家族；姓氏	authored_needs_review
th5000-cand-20260708-1697	พยายาม	v	14040	try	endeavour; attempt; make an effort; strive	1	v	嘗試	authored_needs_review
th5000-cand-20260708-1700	ประจำวัน	adj	27071	daily	everyday	1	adj	每日	authored_needs_review
th5000-cand-20260708-1703	กิจการ	n	30419	business	trade; work; enterprise; undertaking	1	n	商業	authored_needs_review
th5000-cand-20260708-1708	เชิญ	v	28612	invite	ask; persuade; bid welcome; solicit	2	v	邀請	authored_needs_review
th5000-cand-20260708-1711	ทั้งนี้	conj	24129	in order that	so that; so as to; for the purpose that	1	conj	以便；為了使	authored_needs_review
th5000-cand-20260708-1717	ผู้ป่วย	n	13641	patient	sufferer; sick person	1	n	病人	authored_needs_review
th5000-cand-20260708-1720	รายชื่อ	n	570	list	name list; list of names; roll; register	1	n	清單	authored_needs_review
th5000-cand-20260708-1724	การันตี	v	829	guarantee		1	v	保證	authored_needs_review
th5000-cand-20260708-1728	สมเด็จ	n	3086	majesty		3	n	陛下	authored_needs_review
th5000-cand-20260708-1732	หมายเลข	n	40751	number		1	n	號碼；編號	authored_needs_review
th5000-cand-20260708-1737	แม้ว่า	conj	11817	even if		1	conj	即使	authored_needs_review
th5000-cand-20260708-1740	ตอบกลับ	v	2396	reply	answer	1	v	回覆	authored_needs_review
th5000-cand-20260708-1744	เช่นกัน	adv	28592	also	as well; too; likewise; alike	1	adv	還有	authored_needs_review
th5000-cand-20260708-1747	เดี่ยว	v	21077	play (musical instrument) solo		3	adj;adv;v	獨奏	authored_needs_review
th5000-cand-20260708-1750	ครับผม	part	901	yes		1	end	是的	authored_needs_review
th5000-cand-20260708-1754	มนตรี	n	28134	counselor	adviser; high government official	1	n	顧問；參事	authored_needs_review
th5000-cand-20260708-1757	เรือน	n	6896	bezel of a ring		3	clas;n	戒面鑲座	authored_needs_review
th5000-cand-20260708-1761	ก่อนที่	conj	31441	before		1	conj	之前	authored_needs_review
th5000-cand-20260708-1764	บังคับ	v	25529	force	give an order; command; direct; compel	1	v	強迫	authored_needs_review
th5000-cand-20260708-1767	การจัดส่ง	n	31957	distribution	delivery	1	n	配送；交付	authored_needs_review
th5000-cand-20260708-1770	ขอน	n	32434	log		1	n	原木；圓木	authored_needs_review
th5000-cand-20260708-1774	ความตื่นเต้น	n	37844	excitement	agitation	1	n	興奮	authored_needs_review
th5000-cand-20260708-1778	ก้อ	n	31374	name of a hill tribe in the northern Thailand		1	n	泰北山地部落的名稱	authored_needs_review
th5000-cand-20260708-1781	ปัง	n	13115	bread		2	adv;n	麵包	authored_needs_review
th5000-cand-20260708-1785	วางเดิมพัน	v	6123	bet	stake; wager	1	v	打賭	authored_needs_review
th5000-cand-20260708-1789	เคล็ดลับ	n	12568	secret	secret technique; secret mechanism; secret key	1	n	訣竅；祕密	authored_needs_review
th5000-cand-20260708-1792	เป็นที่นิยม	v	16251	be popular	find public favor	1	v	受歡迎	authored_needs_review
th5000-cand-20260708-1796	ขึ้นอยู่	v	10262	depend on	rely on	1	v	依賴於	authored_needs_review
th5000-cand-20260708-1799	มากยิ่งขึ้น	adv	39	more and more		1	adv	越來越多	authored_needs_review
th5000-cand-20260708-1802	ดาษ	n	33799	smallpox		1	n	天花	authored_needs_review
th5000-cand-20260708-1805	ต้าน	v	21728	resist	oppose; withstand; stop; hinder; thwart; impede; block	2	v	抵抗	authored_needs_review
th5000-cand-20260708-1808	โก้	v	38088	be smart	spruce; be beautiful; be elegant; be gaudily dressed; look chic	1	v	時髦；帥氣	authored_needs_review
th5000-cand-20260708-1811	บุคลากร	n	25635	personnel	staff; crew	1	n	人員	authored_needs_review
th5000-cand-20260708-1814	ปกป้อง	v	27276	protect	guard; defend; safeguard; shelter; shield	1	v	保護	authored_needs_review
th5000-cand-20260708-1818	มนุษย์	n	16079	human	human being; man or woman; creature; mortal	1	n	人；人類	authored_needs_review
th5000-cand-20260708-1822	ทิ้ง	v	24560	leave	abandon; forsake	4	v	離開	authored_needs_review
th5000-cand-20260708-1825	ขาก	v	10537	spit	spit up; expectorate	1	v	吐口水	authored_needs_review
th5000-cand-20260708-1828	ครีม	n	31212	cream		2	n	奶油；乳霜	authored_needs_review
th5000-cand-20260708-1834	คาน	n	11185	beam	shaft; counterpoise; prop	3	n;v	樑	authored_needs_review
th5000-cand-20260708-1837	โหมด	n	3438	mode		1	n	模式	authored_needs_review
th5000-cand-20260708-1841	แลกเปลี่ยน	v	2923	exchange	interchange; change	3	v	交換	authored_needs_review
th5000-cand-20260708-1845	การสั่งซื้อ	n	30890	order		1	n	訂單	authored_needs_review
th5000-cand-20260708-1848	อาจม	n	19280	feces	feces; stool; ordure; dejection	1	n	糞便	authored_needs_review
th5000-cand-20260708-1851	ดำเนินงาน	v	33815	operate	carry on; execute; manage; run; administer; perform	1	v	運作；營運	authored_needs_review
th5000-cand-20260708-1854	ชื่อเสีย	n	28496	notoriety	infamy; bad reputation	1	n	惡名	authored_needs_review
th5000-cand-20260708-1858	มันส์	v	1256	enjoy		1	v	享受	authored_needs_review
th5000-cand-20260708-1861	อย่างเช่น	conj	38986	such as	for example; for instance; so; such; like; as	1	conj	例如	authored_needs_review
th5000-cand-20260708-1865	เปิดเผย	v	15630	disclose	reveal; divulge; expose; open up; unmask	2	v	揭露	authored_needs_review
th5000-cand-20260708-1868	ต่อย	v	21688	box	fight; break	2	v	拳擊；揮拳	authored_needs_review
th5000-cand-20260708-1871	ค่าธรรมเนียม	n	11183	charge	fee; due; duty	1	n	費用	authored_needs_review
th5000-cand-20260708-1875	แปร	v	16587	change	shift; alter; transform; vary; become; turn into	1	v	改變	authored_needs_review
th5000-cand-20260708-1878	ผา	n	16912	cliff	stone; rock; precipice	1	n	懸崖	authored_needs_review
th5000-cand-20260708-1882	กลี	n	31295	plague of livestock	pestilence among the domestic animals	3	adj;n	牲畜瘟疫	authored_needs_review
th5000-cand-20260708-1885	คราว	n	16095	old tom-cat		5	n;prep	老公貓	authored_needs_review
th5000-cand-20260708-1888	ดาน	adj	33729	hard	firmly; strongly; compactly; solidly	1	adj	硬	authored_needs_review
th5000-cand-20260708-1891	ทั่วประเทศ	adj	40277	nationwide	all over the country; throughout the country; the whole country; countrywide	1	adj	全國	authored_needs_review
th5000-cand-20260708-1897	ขีด	v	10058	scratch	scrape; mark; etch	4	clas;v	刮；劃	authored_needs_review
th5000-cand-20260708-1900	ผู้ผลิต	n	13643	producer	manufacturer; maker; constructor; creator	1	n	生產者；製造商	authored_needs_review
th5000-cand-20260708-1903	กระตุ้น	v	29176	urge	encourage; incite; support; invigorate; impel; spur	2	v	敦促	authored_needs_review
th5000-cand-20260708-1907	อ้างอิง	v	39003	refer	cite; quote; consult; claim; allege	2	adj;v	參考	authored_needs_review
th5000-cand-20260708-1912	เปล่า	adj	16443	bare	naked; nude	3	adj;neg	裸露的	authored_needs_review
th5000-cand-20260708-1915	รดี	n	26281	pleasure	amusement; satisfaction; contentment	2	n	快樂	authored_needs_review
th5000-cand-20260708-1923	ความหลากหลาย	n	74	variety	diversity; miscellany	1	n	多樣性	authored_needs_review
th5000-cand-20260708-1926	ส่วนหนึ่ง	pron	38189	one (part)	part	2	pron	一部分	authored_needs_review
th5000-cand-20260708-1929	บิด	n	25582	dysentery		5	n;v	痢疾	authored_needs_review
th5000-cand-20260708-1932	ฟื้น	v	15380	regain	recover; revive; recuperate	2	v	恢復；重新獲得	authored_needs_review
th5000-cand-20260708-1935	ยิบ	adv	4748	thoroughly	attentively	1	adv	徹底地	authored_needs_review
th5000-cand-20260708-1938	ในอนาคต	adv	35249	in the future		1	adv	未來	authored_needs_review
th5000-cand-20260708-1941	พิษ	n	14827	poison	toxicity; toxicant; venom; toxin	2	n	毒藥	authored_needs_review
th5000-cand-20260708-1944	หุ่น	n	36433	figure	shape	2	n	人形；模型	authored_needs_review
th5000-cand-20260708-1948	การแพทย์	n	30714	medical profession	medication; general practice; family practice	1	n	醫學界	authored_needs_review
th5000-cand-20260708-1952	ยาวนาน	adj	38821	endless	everlasting	2	adj;adv	無盡的	authored_needs_review
th5000-cand-20260708-1955	นั่นเอง	det	35195	there	sure enough	1	det	就是那個；正是如此	authored_needs_review
th5000-cand-20260708-1959	ผู้บริหาร	n	13628	executive	administrator; director; manager	1	n	高階主管；主管	authored_needs_review
